domain,matrix,n,nnz,strict_diag_dominant,weak_diag_dominant,l_matrix,symmetric,spd,h_matrix,m_matrix,property_a_proxy,rho_jacobi,rho_gauss_seidel,rho_comparison,hypothesis_class,jacobi_converges_predicted,gs_converges_predicted,jacobi_verdict,gs_verdict,jacobi_iterations_needed,gs_iterations_needed,optimal_omega,rho_jacobi_method,rho_gs_method,status,seconds
eigenvalue_model_reduction_problem,S20PI_n1,1028.0,2547.0,,,,,,,,,,,,,,,,,,,,,,structurally_singular,0.009012103000031857
structural_problem,bcsstk04,132.0,3648.0,False,False,False,True,True,False,False,False,1.4767943267939638,0.997274884754793,2.0071466607137127,spd,False,True,diverges,converges,inf,6750.382436877179,,exact_eig,exact_eig,analysed,0.6243012599999815
undirected_weighted_graph,netscience,1589.0,5484.0,,,,,,,,,,,,,,,,,,,,,,structurally_singular,0.00955224800003407
random_matrices,rand_036_n43,43.0,1849.0,False,False,False,False,False,False,False,False,69.78803452146482,17398607912898.684,152.39563502223206,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.014305518000014672
undirected_weighted_graph,Glass_10NN,214.0,2986.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.020501164999984667
structural_problem,nos2,957.0,4137.0,False,False,False,True,True,False,False,True,0.9999999980110196,0.9999999960220521,1.6513082367684608,spd,True,True,too_slow,too_slow,9261368536.312824,4630699384.609139,1.999873865799903,exact_eig,exact_eig,analysed,4.7671872199999825
optimization_problem,str_200,363.0,3068.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.016179022000017085
optimal_control_problem,tumorAntiAngiogenesis_2,305.0,2699.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.024062907000029554
structural_problem,bcsstk20,485.0,3135.0,False,False,False,True,True,False,False,False,2.4982985908735302,0.9999999612227423,2.5198466492507463,spd,False,True,diverges,too_slow,inf,475038243.0647234,,exact_eig,exact_eig,analysed,2.104804313000045
structural_problem,nos5,468.0,5172.0,False,False,False,True,True,False,False,False,1.048947221389671,0.9979035692323674,1.1088919950595226,spd,False,True,diverges,converges,inf,8777.473329160814,,exact_eig,exact_eig,analysed,0.58614359500001
power_network_problem,qh768,768.0,2934.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015803724000022612
optimization_problem,str_400,363.0,3157.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.012274439999998776
2d_3d_problem,cz148,148.0,1527.0,False,False,False,False,False,False,False,True,0.9974459538034675,0.9948337973401167,1.011485977280099,property_a_proxy,True,True,converges,converges,7203.13794946885,3556.3949756347633,1.8666724179392677,exact_eig,exact_eig,analysed,0.05585151200000382
chemical_process_simulation_problem,west0655,655.0,2854.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.018090982999979133
eigenvalue_model_reduction_problem,M20PI_n,1182.0,2881.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.013372555999978886
eigenvalue_model_reduction_problem,S20PI_n,1182.0,2881.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015580250999960299
random_matrices,rand_037_n45,45.0,2025.0,False,False,False,False,False,False,False,False,20.054694577273963,7458244912.553851,78.75298912099505,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.01509410400001343
optimization_problem,str_600,363.0,3279.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.010365237999963028
optimization_problem,bp_200,822.0,3802.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.010388841000008142
power_network_problem,1138_bus,1138.0,4054.0,False,False,True,True,True,True,True,True,0.9999959212513555,0.9999918425194897,0.9999959212513555,m_matrix,True,True,too_slow,too_slow,4516248.678895923,2258124.3788941936,1.9943040077695158,exact_eig,exact_eig,analysed,5.460232619999999
optimal_control_problem,orbitRaising_1,442.0,2906.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.018271219999974164
structural_problem,bcsstk02,66.0,4356.0,False,False,False,True,True,False,False,False,1.4807029906547653,0.9972618477665731,2.004639509155747,spd,False,True,diverges,converges,inf,6718.198382283542,,exact_eig,exact_eig,analysed,0.028897752000034416
optimization_problem,bp_400,822.0,4028.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015656234999994467
random_matrices,rand_038_n47,47.0,2209.0,False,False,False,False,False,False,False,False,32.88734421818315,7997051032035.599,102.25952749245947,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.017892058000029465
structural_problem,bcsstm26,1922.0,1922.0,True,True,True,True,True,True,True,False,0.0,0.0,0.0,m_matrix,True,True,converges,converges,1.0,1.0,1.0,exact_eig,exact_eig,analysed,3.509761363999985
2d_3d_problem,mcca,180.0,2659.0,False,False,False,False,False,False,False,False,18.188826199993034,383.3327704876969,18.271855461532976,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.08063900700000204
optimization_problem,bp_600,822.0,4172.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01623241599997982
random_matrices,rand_039_n48,48.0,2304.0,False,False,False,False,False,False,False,False,59.887251479344684,12145233543881.922,240.06971967018805,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.016807339000024513
power_network_problem,qh882,882.0,3354.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015930231999959688
acoustics_problem,young3c,841.0,3988.0,False,False,False,False,False,False,False,True,2.4187452758881465,5.85032870963116,2.418745275888135,property_a_proxy,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,1.9442023429999722
optimal_control_problem,hangGlider_1,360.0,3477.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01796905699995932
random_matrices,rand_040_n49,49.0,2401.0,False,False,False,False,False,False,False,False,35.11657578028208,77072766757.35522,105.39118664586184,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.020785665000005338
computational_fluid_dynamics_problem,lns_511,511.0,2796.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.014042847000041547
chemical_process_simulation_problem,west0989,989.0,3537.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.016605026999968686
computational_fluid_dynamics_problem,steam1,240.0,3762.0,False,False,False,False,False,False,False,False,1.183771431211531,1.1256104581712598,1.1848923395631623,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.11678507400000626
computational_fluid_dynamics_problem,lnsp_511,511.0,2796.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.014541055999984565
optimization_problem,bp_800,822.0,4534.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.017123087000015857
2d_3d_problem,fs_680_1,680.0,2646.0,False,False,False,False,False,True,False,True,0.9697420136516908,0.940407296155522,0.9698176097940162,h_matrix,True,True,converges,converges,599.5298923170111,299.80501366505695,1.6075464832396877,exact_eig,exact_eig,analysed,0.1923296190000201
chemical_process_simulation_problem,b2_ss,1089.0,4228.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01733487100000275
computational_fluid_dynamics_problem,tols1090,1090.0,3546.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015478191999989122
optimization_problem,bp_1000,822.0,4661.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.017797974000018257
optimization_problem,bp_1200,822.0,4726.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.014523659000019506
random_matrices,rand_041_n51,51.0,2601.0,False,False,False,False,False,False,False,False,285.5311554278561,2874674905007130.0,400.44685248906956,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.015599295000015445
random_matrices,rand_042_n51,51.0,2601.0,False,False,False,False,False,False,False,False,30.898054424113568,153535231305.76883,110.29893096527141,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.015593174000002819
2d_3d_problem,fs_680_2,680.0,2646.0,False,False,False,False,False,True,False,True,0.9816125530150649,0.9635632042591803,0.9816125535145388,h_matrix,True,True,converges,converges,992.5685869186099,496.2842937705058,1.6794243479096558,exact_eig,exact_eig,analysed,0.194756625000025
2d_3d_problem,ck400,400.0,2860.0,False,False,False,False,False,False,False,False,1.3923385420404066,0.9991225210207357,1.3938194833491468,none,False,True,diverges,too_slow,inf,20983.519966320833,,exact_eig,exact_eig,analysed,0.5588600269999802
optimization_problem,bp_1400,822.0,4790.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.016688880999993216
2d_3d_problem,fs_680_3,680.0,2646.0,False,False,False,False,False,True,False,True,0.9878500574692419,0.9758477360420547,0.9878500574694564,h_matrix,True,True,converges,converges,1506.8834767993394,753.441738401883,1.7309872885530873,exact_eig,exact_eig,analysed,0.20816567100001748
optimization_problem,bp_1600,822.0,4841.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01809243799999649
electromagnetics_problem,bfwa398,398.0,3678.0,False,False,False,False,False,False,False,False,1.174056302638927,1.0266620314311028,1.214053807060628,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.34730581000002303
optimal_control_problem,tumorAntiAngiogenesis_3,410.0,3952.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.3437457160000008
electromagnetics_problem,dw256A,512.0,2480.0,False,False,False,False,False,False,False,True,2.6864841283934204,7.214346656614924,2.6961514613376845,property_a_proxy,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.8976541650000058
electromagnetics_problem,dwa512,512.0,2480.0,False,False,False,False,False,False,False,True,2.6864841283934204,7.214346656614924,2.6961514613376845,property_a_proxy,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.900057505999996
random_matrices,rand_043_n53,53.0,2809.0,False,False,False,False,False,False,False,False,134.7648722604266,11748776828187.307,263.1416776263451,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.02168881800002964
electromagnetics_problem,dw256B,512.0,2500.0,True,True,False,False,False,True,False,True,0.2926912303964264,0.0856618734115502,0.2928429257741013,strict_diag_dominant,True,True,converges,converges,14.99277658277108,7.496164550739697,1.0223866855698895,exact_eig,exact_eig,analysed,0.8675196770000184
electromagnetics_problem,dwb512,512.0,2500.0,True,True,False,False,False,True,False,True,0.2926912303964264,0.0856618734115502,0.2928429257741013,strict_diag_dominant,True,True,converges,converges,14.99277658277108,7.496164550739697,1.0223866855698895,exact_eig,exact_eig,analysed,0.8386021869999922
undirected_weighted_graph,Ecoli_10NN,336.0,4560.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.018742171999974744
computational_fluid_dynamics_problem,poisson2D,367.0,2417.0,False,False,True,False,False,True,True,True,0.9866305632567346,0.9734685986165348,0.9866305632567346,m_matrix,True,True,converges,converges,1368.5892535072612,685.0456979023415,1.7197306850024179,exact_eig,exact_eig,analysed,0.26070810799996025
computational_fluid_dynamics_problem,rdb800l,800.0,4640.0,False,False,False,False,False,False,False,True,2.392638728718845,5.724720086198111,2.8947738865118344,property_a_proxy,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,1.7881997779999779
structural_problem,Chebyshev1,261.0,2319.0,False,False,False,False,False,False,False,False,8164.965876300676,7912202.348326115,8899.328819754777,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.2602150350000443
computational_fluid_dynamics_problem,sherman4,1104.0,3786.0,True,True,True,False,False,True,True,True,0.9982075378340074,0.996418288588629,0.9982075378340074,m_matrix,True,True,too_slow,converges,10267.534216359561,5133.767108176495,1.8870641169997358,exact_eig,exact_eig,analysed,0.9828756640000051
random_matrices,rand_044_n55,55.0,3025.0,False,False,False,False,False,False,False,False,64.15808950415965,3.2833242668946376e+18,216.69092062884036,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.02264634099998375
computational_fluid_dynamics_problem,olm1000,1000.0,3996.0,False,False,False,False,False,False,False,False,4.244581376411963,inf,4.774434812932858,none,False,False,diverges,diverges,inf,inf,,exact_eig,power_iteration_unconverged,analysed,2.680435182999986
optimal_control_problem,tumorAntiAngiogenesis_4,455.0,4593.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.618735861999994
optimal_control_problem,tumorAntiAngiogenesis_7,475.0,4597.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.5201519870000197
electromagnetics_problem,bfwb782,782.0,5982.0,False,False,False,True,False,False,False,False,1.0553751748502338,0.3732313454957325,1.1018964867737497,none,False,True,diverges,converges,inf,18.690632874199878,,exact_eig,exact_eig,analysed,1.7866434449999815
2d_3d_problem,nnc666,666.0,4044.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.016678023999986635
optimal_control_problem,tumorAntiAngiogenesis_5,460.0,4690.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.492714553999974
random_matrices,rand_045_n57,57.0,3249.0,False,False,False,False,False,False,False,False,27.35977382464002,6453315687753665.0,113.71933036984444,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.017669544000000315
computational_fluid_dynamics_problem,pores_3,532.0,3474.0,False,False,False,False,False,False,False,True,0.9999823579485689,0.999964716429652,1.382814064883787,property_a_proxy,True,True,too_slow,too_slow,1044125.640725615,522066.0944081353,1.9881901186266144,exact_eig,exact_eig,analysed,0.6649471839999705
undirected_weighted_graph,iris_dataset_30NN,150.0,5518.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.04990311599999586
optimal_control_problem,tumorAntiAngiogenesis_6,465.0,4795.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.5913204689999816
optimal_control_problem,tumorAntiAngiogenesis_8,490.0,4776.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.5704269199999885
2d_3d_problem,problem1,415.0,2779.0,False,False,False,True,True,False,False,True,0.9999999999999996,1.0000000000000013,1.0004739878791113,spd,True,False,too_slow,diverges,4.147968546718737e+16,inf,1.999999940395357,exact_eig,exact_eig,analysed,0.390505705999999
computational_fluid_dynamics_problem,cdde4,961.0,4681.0,False,False,False,False,False,True,False,True,0.6867372547832841,0.47160804397827755,0.9260963825514797,h_matrix,True,True,converges,converges,49.01678699256859,24.508392588516948,1.1581408082652096,exact_eig,exact_eig,analysed,3.7150614319999704
eigenvalue_model_reduction_problem,M40PI_n1,2028.0,5007.0,,,,,,,,,,,,,,,,,,,,,,structurally_singular,0.0171027530000174
eigenvalue_model_reduction_problem,S40PI_n1,2028.0,5007.0,,,,,,,,,,,,,,,,,,,,,,structurally_singular,0.0096917359999793
computational_fluid_dynamics_problem,cdde3,961.0,4681.0,False,False,True,False,False,False,False,True,1.0137690683965757,1.0277277240376632,1.0137690683965757,l_matrix,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.6272361979999914
optimal_control_problem,spaceStation_3,467.0,5103.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022586735999993834
structural_problem,bcsstm23,3134.0,3134.0,True,True,True,True,True,True,True,True,5.4963588836490504e-17,0.0,1.0978919812053221e-16,m_matrix,True,True,converges,converges,0.49200719194077086,1.0,1.0,arpack,power_iteration,analysed,4.906572470000015
optimal_control_problem,freeFlyingRobot_1,798.0,5246.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.09654761699999881
computational_fluid_dynamics_problem,tub1000,1000.0,3996.0,False,False,False,False,False,False,False,True,0.9999916912146397,0.9999833824983105,1.000029147606787,property_a_proxy,True,True,too_slow,too_slow,2217003.258399724,1108501.628879666,1.9918801860694428,exact_eig,exact_eig,analysed,4.4791576350000355
computational_fluid_dynamics_problem,cdde6,961.0,4681.0,False,False,False,False,False,True,False,True,0.7170922556263958,0.5142213144937606,0.9670314801787506,h_matrix,True,True,converges,converges,55.39208439080666,27.696043119746214,1.1785654804453738,exact_eig,exact_eig,analysed,3.8329632040000092
computational_fluid_dynamics_problem,cdde2,961.0,4681.0,False,False,False,False,False,True,False,True,0.6782923795166914,0.46008049932744405,0.9147080847976403,h_matrix,True,True,converges,converges,47.454352171030536,23.72717257923724,1.1528758899353166,exact_eig,exact_eig,analysed,3.587849891000019
computational_fluid_dynamics_problem,rdb968,968.0,5632.0,False,False,False,False,False,False,False,True,1.8388568052633674,3.381394350217835,2.2661421432345987,property_a_proxy,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.4602867639999886
undirected_weighted_graph,Olivetti_norm_10NN,400.0,5656.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.024909277000006114
computational_fluid_dynamics_problem,cdde1,961.0,4681.0,False,False,True,False,False,False,False,True,1.0013026509298144,1.002606998759089,1.0013026509298144,l_matrix,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.5062997360000168
computational_fluid_dynamics_problem,cdde5,961.0,4681.0,False,False,True,False,False,False,False,True,1.0585794536351172,1.1205904596584109,1.0585794536351172,l_matrix,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.6386232579999955
directed_weighted_graph,cage7,340.0,3084.0,False,False,False,False,False,True,False,False,0.9813066403388033,0.26799537360800846,0.9813066403388013,h_matrix,True,True,converges,converges,976.1737527574363,13.989127224396901,1.6772181652268179,exact_eig,exact_eig,analysed,0.24773058599998876
eigenvalue_model_reduction_problem,M40PI_n,2182.0,5341.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021685260000026574
eigenvalue_model_reduction_problem,S40PI_n,2182.0,5341.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02043673699995452
random_matrices,rand_046_n60,60.0,3600.0,False,False,False,False,False,False,False,False,56.42754462712244,7.850378123309422e+16,157.53728738688727,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.02082266500002561
optimal_control_problem,dynamicSoaringProblem_1,647.0,5367.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.019302261999996517
optimal_control_problem,spaceStation_2,329.0,5817.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01299077600003784
computational_fluid_dynamics_problem,tols2000,2000.0,5184.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.015232937000007496
directed_weighted_graph,gre_1107,1107.0,5664.0,False,False,False,False,False,False,False,False,4749917.260507894,1.7921101907974164e+32,4749917.260507826,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.3435461650000207
electromagnetics_problem,utm300,300.0,3155.0,False,False,False,False,False,False,False,False,12.503401468066755,37.5767320102809,17.34929682087354,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.15749559900001486
statistical_mathematical_problem,Chem97ZtZ,2541.0,7361.0,True,True,False,True,True,True,False,True,0.7889285857814528,0.6224083134630879,0.7889285857814697,spd,True,True,converges,converges,77.69833630217586,38.849168151083305,1.2387852037745197,arpack,arpack,analysed,4.5390935579999905
chemical_process_simulation_problem,b_dyn,1089.0,4264.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.01769532899999149
materials_problem,laser,3002.0,9000.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,2.4996978430000354
random_matrices,rand_047_n62,62.0,3844.0,False,False,False,False,False,False,False,False,43.84140284991071,2458613173352612.0,134.25995969496972,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.018966696000006777
chemical_process_simulation_problem,west1505,1505.0,5445.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.014945502999978544
2d_3d_problem,plat362,362.0,5786.0,False,False,False,True,True,False,False,False,2.8840386139602017,0.9999999999577699,2.9004357111152106,spd,False,True,diverges,too_slow,inf,436197809701.60004,,exact_eig,exact_eig,analysed,1.7833984790000272
2d_3d_problem,cz308,308.0,3182.0,False,False,False,False,False,False,False,True,0.9993848214010963,0.9987630398857656,1.0159154251117997,property_a_proxy,True,True,too_slow,too_slow,29934.419356218186,14882.683247608229,1.932234501537724,exact_eig,exact_eig,analysed,0.235215783000001
structural_problem,bcsstm24,3562.0,3562.0,True,True,True,True,True,True,True,True,1.215801932804659e-16,0.0,1.12886592459535e-16,m_matrix,True,True,converges,converges,0.5026661042425649,1.0,1.0,arpack,power_iteration,analysed,5.5545311730000435
structural_problem,bcsstm07,420.0,7252.0,False,False,False,True,True,False,False,False,1.4348275576773657,0.8228354404457688,1.443681832490296,spd,False,True,diverges,converges,inf,94.46549008268838,,exact_eig,exact_eig,analysed,1.7348889749999898
structural_problem,bcsstk19,817.0,6853.0,False,False,False,True,True,False,False,False,2.233791479927462,0.9999999661668143,2.261357490317363,spd,False,True,diverges,too_slow,inf,544455984.6370157,,exact_eig,exact_eig,analysed,4.0634617270000035
optimal_control_problem,orbitRaising_3,761.0,6098.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022956672000020717
computational_fluid_dynamics_problem,orsirr_2,886.0,5970.0,True,True,False,False,False,True,False,True,0.9996091928308226,0.9992185364960958,0.9996091928308226,strict_diag_dominant,True,True,too_slow,too_slow,47125.75022913541,23562.81792981602,1.9456111507717817,exact_eig,exact_eig,analysed,1.995411660000002
circuit_simulation_problem,rajat19,1157.0,5399.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.019194061999996848
random_matrices,rand_048_n65,65.0,4225.0,False,False,False,False,False,False,False,False,163.55354217831626,3.180143185138713e+17,289.2652190409909,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.021957430999975713
structural_problem,bcsstk06,420.0,7860.0,False,False,False,True,True,False,False,False,1.8973694878006238,0.99981783931085,2.405106155215829,spd,False,True,diverges,too_slow,inf,101114.03847343785,,exact_eig,exact_eig,analysed,2.142882519000011
structural_problem,bcsstk07,420.0,7860.0,False,False,False,True,True,False,False,False,1.8973694878006238,0.99981783931085,2.405106155215829,spd,False,True,diverges,too_slow,inf,101114.03847343785,,exact_eig,exact_eig,analysed,2.148924437000005
optimal_control_problem,lowThrust_1,584.0,6133.0,,,,,,,,,,,,,,,,,,,,,,structurally_singular,0.012041108999994776
directed_weighted_graph,hor_131,434.0,4710.0,False,False,False,False,False,False,False,False,5.734201019580526,0.9970724743429232,5.770935230025932,none,False,True,diverges,converges,inf,6283.020617218592,,exact_eig,exact_eig,analysed,0.4076680109999984
undirected_weighted_graph,umistfacesnorm_10NN,575.0,6990.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.027015118000008442
optimal_control_problem,orbitRaising_2,739.0,6526.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022807556000032037
power_network_problem,qh1484,1484.0,6110.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022373256000037145
structural_problem,bcsstm21,3600.0,3600.0,True,True,True,True,True,True,True,True,6.964966364466627e-17,0.0,1.2483012224156328e-16,m_matrix,True,True,converges,converges,0.4951389432046028,1.0,1.0,arpack,power_iteration,analysed,0.0284202230000119
2d_3d_problem,pde900,900.0,4380.0,False,False,False,False,False,False,False,True,0.9566729563282214,0.9152231453697666,1.142136450457035,property_a_proxy,True,True,converges,converges,415.8760105531373,207.93800527653693,1.548989121374429,exact_eig,exact_eig,analysed,2.6376922150000155
optimal_control_problem,spaceShuttleEntry_1,560.0,6891.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021190524000019195
2d_3d_problem,fs_541_3,541.0,4285.0,False,False,False,False,False,False,False,False,1.986843431230695,0.9972422642085934,1.9868576171895513,none,False,True,diverges,converges,inf,6670.424855631049,,exact_eig,exact_eig,analysed,0.7849727489999623
undirected_weighted_graph,Spectro_10NN,531.0,7422.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02667376200002991
2d_3d_problem,fs_541_4,541.0,4285.0,False,False,False,False,False,False,False,False,1.9431332615438333,0.9920584053060144,1.9431524450793531,none,False,True,diverges,converges,inf,2310.296541180209,,exact_eig,exact_eig,analysed,0.7165391839999984
economic_problem,poli,4008.0,8188.0,False,False,True,False,False,True,True,False,0.9653770056535225,0.9425398549723624,0.965377005653185,m_matrix,True,True,converges,converges,522.7716088420898,311.2806947727794,1.5862206242590984,arpack,arpack,analysed,0.05666032599998516
2d_3d_problem,ck656,656.0,3884.0,False,False,False,False,False,False,False,False,1.3923385412130338,0.9996586524314055,1.3938194825193924,none,False,True,diverges,too_slow,inf,53955.376666669705,,exact_eig,exact_eig,analysed,1.9014759930000196
random_matrices,rand_049_n68,68.0,4624.0,False,False,False,False,False,False,False,False,24.11863430704538,38178345317146.41,110.56694726194925,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.03208851400000867
2d_3d_problem,fs_541_2,541.0,4285.0,False,False,False,False,False,False,False,False,1.9038523121598776,0.9851088332509966,1.9038647625753846,none,False,True,diverges,converges,inf,1227.787277199218,,exact_eig,exact_eig,analysed,0.6921257340000011
