matrix,domain,n,nnz,zero_diag,structurally_singular,ours_1_built,ours_1_usable,ours_1_sec,ours_2_built,ours_2_usable,ours_2_sec,ours_3_built,ours_3_usable,ours_3_sec,low_drop_built,low_drop_usable,low_drop_sec,no_drop_built,no_drop_usable,no_drop_sec,full_pivot_built,full_pivot_usable,full_pivot_sec,permc_mmd_built,permc_mmd_usable,permc_mmd_sec,permc_natural_built,permc_natural_usable,permc_natural_sec
fpga_dcop_01,circuit_simulation_problem,1220,5892,84,False,False,False,0.0013910999987274408,False,False,0.0013233999998192303,False,False,0.0014995999954408035,False,False,0.0015426000027218834,True,True,0.001574800000526011,False,False,0.0013134000037098303,False,False,0.0012010999998892657,True,True,0.0008116000026348047
nnc1374,2d_3d_problem,1374,8606,504,False,False,False,0.0035967000003438443,False,False,0.0032979999959934503,False,False,0.0033962999950745143,False,False,0.0038366000007954426,True,True,0.0038773999986005947,False,False,0.003344400000059977,False,False,0.0013968999992357567,False,False,0.0014550999985658564
freeFlyingRobot_2,optimal_control_problem,1338,11600,538,False,False,False,0.005111099999339785,False,False,0.005396799999289215,False,False,0.005341800002497621,True,True,0.006271000005654059,True,True,0.006422400001611095,True,True,0.005392499995650724,True,True,0.005016100003558677,False,False,0.007817500001692679
zenios,optimization_problem,2873,27191,2873,False,False,False,0.0016806999992695637,False,False,0.00166940000053728,False,False,0.0017835999969975092,False,False,0.0018023000011453405,False,False,0.0019753000015043654,False,False,0.0018756999998004176,False,False,0.0015790000034030527,False,False,0.0005853999973624013
rotor2,structural_problem,791,10685,123,False,False,False,0.0011837999991257675,False,False,0.0012148000023444183,False,False,0.0011509999967529438,True,True,0.0012750000023515895,True,True,0.001317300004302524,False,False,0.0011539999977685511,False,False,0.0013336999982129782,False,False,0.0048104000015882775
freeFlyingRobot_3,optimal_control_problem,1718,12922,690,False,False,False,0.0066360999990138225,False,False,0.007146700001612771,False,False,0.007114899999578483,True,True,0.008247199999459554,True,True,0.008807999998680316,True,True,0.007777799997711554,True,True,0.004377299999759998,False,False,0.013813100005791057
spaceStation_4,optimal_control_problem,950,13626,420,False,False,False,0.0039876000009826384,False,False,0.0037049999955343083,False,False,0.0036822999973082915,True,True,0.004851599995163269,True,True,0.004993000002286863,False,False,0.0040026999995461665,True,True,0.008605400005762931,False,False,0.014656299994385336
spaceStation_5,optimal_control_problem,1019,15219,450,False,False,False,0.004753799999889452,False,False,0.004259900000761263,False,False,0.004381200000352692,True,True,0.005525500004296191,True,True,0.005666099998052232,False,False,0.00664169999799924,True,True,0.011723399999027606,False,False,0.015849499999603722
extr1,chemical_process_simulation_problem,2837,11407,2835,False,False,False,0.0031311999991885386,False,False,0.002612000003864523,False,False,0.0027069999996456318,True,True,0.0028300999983912334,True,True,0.0026521000036154874,False,False,0.0025454999995417893,True,True,0.036017500002344605,True,True,0.0024037999974098057
extr1b,chemical_process_simulation_problem,2836,11404,2834,False,False,False,0.00428700000338722,False,False,0.008384100001421757,False,False,0.01066269999864744,True,True,0.015086100000189617,True,True,0.0059446999948704615,False,False,0.0031543000004603527,True,True,0.0701305999973556,True,True,0.0058113000050070696
spaceStation_6,optimal_control_problem,1111,17595,490,False,False,False,0.01316709999809973,False,False,0.009868000001006294,False,False,0.00980419999541482,True,True,0.016480199999932665,True,True,0.014434299999265932,False,False,0.011340600001858547,True,True,0.032768199998827185,False,False,0.0394841000015731
spaceStation_10,optimal_control_problem,1272,17478,560,False,False,False,0.009699200003524311,False,False,0.006379300000844523,False,False,0.012708599999314174,True,True,0.013260899999295361,True,True,0.012224799997056834,False,False,0.006806400000641588,True,True,0.01983699999982491,False,False,0.07402110000111861
spaceStation_7,optimal_control_problem,1134,18252,500,False,False,False,0.015205399999103975,False,False,0.01121660000353586,False,False,0.013467400000081398,True,True,0.017719100003887434,True,True,0.008919600004446693,False,False,0.009872700000414625,True,True,0.019081200000073295,False,False,0.03027270000166027
freeFlyingRobot_4,optimal_control_problem,2358,18218,946,False,False,False,0.01150960000086343,False,False,0.014198699995176867,False,False,0.02328529999795137,True,True,0.027604399998381268,True,True,0.02112259999557864,True,True,0.02038150000589667,True,True,0.01669009999750415,False,False,0.02990449999924749
spaceStation_8,optimal_control_problem,1157,18945,510,False,False,False,0.01397509999515023,False,False,0.009819300001254305,False,False,0.011033499999030028,True,True,0.009093299995583948,True,True,0.009080600000743289,False,False,0.007029499996860977,True,True,0.02633090000017546,False,False,0.04026220000378089
spaceStation_11,optimal_control_problem,1364,18954,600,False,False,False,0.016156999998202082,False,False,0.012435999997251201,False,False,0.014399299994693138,True,True,0.010449600005813409,True,True,0.008718500001123175,False,False,0.007522099993366282,True,True,0.014414500001294073,False,False,0.08167020000109915
spaceStation_9,optimal_control_problem,1180,19674,520,False,False,False,0.012387399998260662,False,False,0.00827910000225529,False,False,0.008868299999448936,True,True,0.01655380000011064,True,True,0.009524799999780953,False,False,0.007619700001669116,True,True,0.01908289999846602,False,False,0.04331899999669986
spaceStation_12,optimal_control_problem,1410,19728,620,False,False,False,0.013262399996165186,False,False,0.011103400000138208,False,False,0.010308699995221104,True,True,0.016606699995463714,True,True,0.010423599997011479,False,False,0.011242799999308772,True,True,0.01708610000059707,False,False,0.054810199995699804
bcsstm13,computational_fluid_dynamics_problem,2003,21943,762,False,False,False,0.008796800000709482,False,False,0.010385499997937586,False,False,0.011038099997676909,False,False,0.012614599996595643,False,False,0.016144100001838524,False,False,0.015691900000092573,False,False,0.008796300004178192,False,False,0.008032599995203782
kineticBatchReactor_1,optimal_control_problem,2052,20600,980,False,False,False,0.009016799995151814,False,False,0.009845100001257379,False,False,0.008114100004604552,False,False,0.017730400002619717,True,True,0.02344730000186246,False,False,0.007352999993599951,False,False,0.03963149999617599,False,False,0.007038600000669248
adder_dcop_02,circuit_simulation_problem,1813,11246,12,False,False,False,0.0024618000024929643,False,False,0.003955599997425452,False,False,0.002692199996090494,False,False,0.0027531999949133024,True,True,0.0029775000002700835,False,False,0.005167600000277162,False,False,0.007135899999411777,False,False,0.0055283000037889
adder_dcop_07,circuit_simulation_problem,1813,11226,12,False,False,False,0.004102099999727216,False,False,0.004521100003330503,False,False,0.002795100001094397,True,True,0.004839599998376798,True,True,0.002650299997185357,False,False,0.002711000000999775,True,True,0.0033202999984496273,False,False,0.0022184999979799613
spaceStation_13,optimal_control_problem,1617,23649,709,False,False,False,0.014919499997631647,False,False,0.013501800000085495,False,False,0.010906399998930283,False,False,0.019273800004157238,True,True,0.020887700004095677,False,False,0.016559600000618957,True,True,0.041539199999533594,False,False,0.0984868999948958
spaceStation_14,optimal_control_problem,1640,24324,720,False,False,False,0.023793500004103407,False,False,0.009067300001333933,False,False,0.008434999996097758,False,False,0.012260700001206715,True,True,0.012469399996916763,False,False,0.01701080000202637,True,True,0.03262670000549406,False,False,0.06620049999764888
eurqsa,economic_problem,7245,46142,2121,False,False,False,0.16632419999950798,False,False,0.1597336999984691,False,False,0.2760591000042041,False,False,0.2461198999953922,False,False,0.4469394000043394,False,False,0.12222519999340875,False,False,0.5770238999975845,False,False,0.5662073999992572
bayer09,chemical_process_simulation_problem,3083,21216,3079,False,False,False,0.010411600000225008,False,False,0.011488000003737397,False,False,0.017012999996950384,True,True,0.011398499998904299,True,True,0.010416700002679136,False,False,0.009562100000039209,False,False,0.10838230000081239,False,False,0.007648300001164898
g7jac010,economic_problem,2880,19635,124,False,False,False,0.028412899999239016,False,False,0.0230403000023216,False,False,0.023088199995981995,False,False,0.03426480000052834,True,True,0.03027450000081444,False,False,0.019025100002181716,False,False,0.014943800000764895,False,False,0.00508819999959087
hydr1,chemical_process_simulation_problem,5308,23752,5306,False,False,False,0.013745899996138178,False,False,0.012740000005578622,False,False,0.012856099994678516,True,True,0.01325619999988703,True,True,0.009138399997027591,False,False,0.006881400004203897,True,True,0.25139649999618996,False,False,0.014939100001356564
reorientation_3,optimal_control_problem,2513,32166,1037,False,False,False,0.012409000002662651,False,False,0.01573820000339765,False,False,0.01803460000519408,True,True,0.030676900001708418,True,True,0.02980329999991227,False,False,0.012458999997761566,False,False,0.04641879999689991,False,False,0.12917979999474483
hydr1c,chemical_process_simulation_problem,5308,23752,5306,False,False,False,0.015908699999272358,False,False,0.008847799996146932,False,False,0.016373899998143315,True,True,0.011763700000301469,True,True,0.014549300001817755,False,False,0.024711499994737096,True,True,0.24158370000077412,False,False,0.007002900005318224
lns_3937,computational_fluid_dynamics_problem,3937,25407,734,False,False,False,0.022005199993145652,False,False,0.017403999998350628,False,False,0.012105599998903926,False,False,0.018756500001472887,True,True,0.027027699994505383,False,False,0.01608269999996992,False,False,0.10247570000501582,False,False,0.36025140000128886
lnsp3937,computational_fluid_dynamics_problem,3937,25407,734,False,False,False,0.016337100001692306,False,False,0.013713299995288253,False,False,0.013433899999654386,False,False,0.028219799998623785,True,True,0.028185600000142585,False,False,0.017218500004673842,False,False,0.07750110000051791,False,False,0.010533499997109175
freeFlyingRobot_10,optimal_control_problem,5218,40080,2090,False,False,False,0.022811700000602286,False,False,0.01854950000415556,False,False,0.01712059999408666,True,True,0.03125039999576984,True,True,0.014438999998674262,True,True,0.019574300000385847,True,True,0.03495410000323318,False,False,0.17403709999780403
freeFlyingRobot_11,optimal_control_problem,5438,40054,2178,False,False,False,0.028701100003672764,False,False,0.018433099998219404,False,False,0.017774399995687418,True,True,0.01646679999976186,True,True,0.011140800001157913,True,True,0.013310700000147335,True,True,0.05654940000385977,False,False,0.18420070000138367
bayer05,chemical_process_simulation_problem,3268,27836,3267,False,False,False,0.007782999993651174,False,False,0.007076899993990082,False,False,0.006980900005146395,False,False,0.008180899996659718,True,True,0.011515600002894644,False,False,0.00846109999838518,False,False,0.11899870000343071,False,False,0.009833500000240747
bayer07,chemical_process_simulation_problem,3268,27836,3267,False,False,False,0.011063099998864345,False,False,0.009104099997784942,False,False,0.006847700002253987,False,False,0.008739800003240816,True,True,0.01252109999768436,False,False,0.009264899999834597,False,False,0.14948980000190204,False,False,0.009764000002178364
freeFlyingRobot_14,optimal_control_problem,5958,43298,2386,False,False,False,0.018110899996827357,False,False,0.01374989999749232,False,False,0.010221700002148282,True,True,0.012432000003173016,True,True,0.016652699996484444,False,False,0.019587399998272303,True,True,0.061124599997128826,False,False,0.21410470000409987
freeFlyingRobot_15,optimal_control_problem,6038,43378,2418,False,False,False,0.0250949999972363,False,False,0.013197899999795482,False,False,0.010492399997019675,True,True,0.014118999999482185,True,True,0.012093000004824717,False,False,0.013077600000542589,True,True,0.06679209999856539,False,False,0.16902269999991404
freeFlyingRobot_13,optimal_control_problem,5718,43994,2290,False,False,False,0.018322199997783173,False,False,0.01859369999874616,False,False,0.011693799999193288,True,True,0.024265799998829607,True,True,0.0231255999970017,False,False,0.025587399999494664,True,True,0.04627009999967413,False,False,0.15985989999899175
jan99jac020,economic_problem,6774,38692,20,False,False,False,0.0450429000047734,False,False,0.030493000005662907,False,False,0.025399900005140807,False,False,0.04756549999729032,True,True,0.05299920000106795,False,False,0.030716100001882296,False,False,0.05028860000311397,False,False,0.07614160000230186
bayer08,chemical_process_simulation_problem,3008,27576,3007,False,False,False,0.00810279999859631,False,False,0.007041900003969204,False,False,0.011829499999294057,False,False,0.009468900003412273,True,True,0.022011200002452824,False,False,0.00989790000312496,False,False,0.16538219999347348,False,False,0.006200299998454284
kineticBatchReactor_2,optimal_control_problem,4361,44840,2083,False,False,False,0.033946700001251884,False,False,0.03197899999941001,False,False,0.02842870000313269,False,False,0.05573170000570826,True,True,0.11130189999676077,False,False,0.029390900002908893,False,False,0.5659888999944087,False,False,0.1622787000014796
bayer06,chemical_process_simulation_problem,3008,27576,3007,False,False,False,0.009010900001158006,False,False,0.012311800004681572,False,False,0.013661000004503876,False,False,0.01861759999883361,True,True,0.022434799997427035,False,False,0.013965099999040831,False,False,0.1502385999992839,False,False,0.011621800003922544
fd12,materials_problem,7500,28462,7500,False,False,False,0.02498050000576768,False,False,0.027893899998161942,False,False,0.034742700001515914,True,True,0.031021799994050525,True,True,0.04714939999394119,False,False,0.0385863999981666,False,False,0.7984476999990875,False,False,0.12418050000269432
kineticBatchReactor_3,optimal_control_problem,5082,53219,2427,False,False,False,0.04258270000718767,False,False,0.033844600002339575,False,False,0.04478939999535214,False,False,0.0667844999989029,True,True,0.20213679999869782,False,False,0.04978639999899315,False,False,0.7244438999987324,False,False,1.1448505999942427
rajat13,circuit_simulation_problem,7598,48922,6,False,False,False,0.01107429999683518,False,False,0.013177499997254927,False,False,0.007547799999883864,True,True,0.008653700002469122,True,True,0.01962709999497747,False,False,0.010687300004065037,True,True,0.03934780000417959,False,False,3.777454700000817
ex14,computational_fluid_dynamics_problem,3251,66775,900,False,False,False,0.06493120000232011,False,False,0.06711019999784185,False,False,0.06459090000134893,True,True,0.07175600000482518,True,True,0.05429310000181431,False,False,0.05229909999616211,True,True,0.6901108000020031,False,False,0.04519550000259187
bips98_1142,eigenvalue_model_reduction_problem,9735,40983,281,False,False,False,0.018734699995548,False,False,0.010837900001206435,False,False,0.019560499997169245,True,True,0.019688599997607525,True,True,0.0123297999962233,False,False,0.018019600000116043,True,True,0.016726800000469666,False,False,0.018771900002320763
g7jac020sc,economic_problem,5850,45465,141,False,False,False,0.08102339999459218,False,False,0.1537285000013071,False,False,0.14436340000247583,True,True,0.14877510000223992,True,True,0.17473389999940991,False,False,0.14908640000066953,True,True,0.18690329999662936,False,False,0.24069959999906132
g7jac020,economic_problem,5850,45465,254,False,False,False,0.07438679999904707,False,False,0.07665699999779463,False,False,0.04660660000081407,False,False,0.09920109999802662,True,True,0.10828770000080112,False,False,0.08039519999874756,False,False,0.11436520000279415,False,False,0.014864500000840053
kineticBatchReactor_4,optimal_control_problem,7105,74869,3394,False,False,False,0.07320360000449,False,False,0.036631800001487136,False,False,0.03747840000141878,False,False,0.135294799998519,True,True,0.20515429999795742,False,False,0.07336519999807933,False,False,2.01294919999782,False,False,0.7069080000001122
bayer03,chemical_process_simulation_problem,6747,56196,6742,False,False,False,0.01449010000214912,False,False,0.016020299997762777,False,False,0.012278599999262951,True,True,0.014257199996791314,True,True,0.015860899999097455,False,False,0.01634829999966314,False,False,0.6214337000055821,False,False,0.00618650000251364
TS,counter_example_problem,2142,45262,1960,False,False,False,0.027063100002123974,False,False,0.02006239999900572,False,False,0.014946099996450357,False,False,0.014245500002289191,False,False,0.015984400000888854,False,False,0.014361699999426492,False,False,0.01738630000181729,False,False,0.005080900002212729
kineticBatchReactor_5,optimal_control_problem,7641,80767,3650,False,False,False,0.14176079999742797,False,False,0.07886249999864958,False,False,0.07467370000085793,False,False,0.12298789999476867,True,True,0.2963690000033239,False,False,0.0897772000025725,False,False,1.4665843000038876,False,False,0.7426398999959929
kineticBatchReactor_6,optimal_control_problem,7773,82500,3713,False,False,False,0.1548287000041455,False,False,0.04003210000519175,False,False,0.041371400002390146,True,True,0.14171450000139885,True,True,0.1494728000034229,False,False,0.10967360000358894,False,False,1.7597957999969367,False,False,2.2159376999989036
mark3jac020,economic_problem,9129,56175,60,False,False,False,0.15155419999791775,False,False,0.12319450000359211,False,False,0.10061280000081751,True,True,0.4303098999953363,True,True,0.6384870000038063,False,False,0.2072898000042187,False,False,0.766090199998871,False,False,0.21392719999857945
kineticBatchReactor_7,optimal_control_problem,7968,84508,3806,False,False,False,0.11012320000008913,False,False,0.11065940000116825,False,False,0.08520029999635881,False,False,0.1700522000028286,True,True,0.4879605999958585,False,False,0.12045450000005076,False,False,2.2885200000018813,False,False,1.6183282999991206
kineticBatchReactor_8,optimal_control_problem,8052,85194,3846,False,False,False,0.14360670000314713,False,False,0.038306200003717095,False,False,0.03971480000473093,False,False,0.18568330000562128,True,True,0.23810690000391332,False,False,0.08078560000285506,False,False,2.2199483000003966,False,False,1.050371900004393
kineticBatchReactor_9,optimal_control_problem,8115,86183,3876,False,False,False,0.16320809999888297,False,False,0.12182419999589911,False,False,0.14149059999908786,False,False,0.26763020000362303,True,True,0.47181560000171885,False,False,0.12754960000165738,False,False,2.279288700003235,False,False,2.984006300001056
meg1,circuit_simulation_problem,2904,58142,2877,False,False,False,0.03615430000354536,False,False,0.019696799994562753,False,False,0.011971499996434432,True,True,0.02599750000081258,True,True,0.05776559999503661,False,False,0.026330699998652562,False,False,0.3696094999977504,False,False,0.029489400003512856
lhr04,chemical_process_simulation_problem,4101,82682,4011,False,False,False,0.03135630000178935,False,False,0.02021740000054706,False,False,0.018485999993572477,False,False,0.02493269999831682,True,True,0.02334319999499712,False,False,0.033060699999623466,False,False,0.6835276999991038,False,False,0.36457440000231145
lhr04c,chemical_process_simulation_problem,4101,82682,4011,False,False,False,0.018404000002192333,False,False,0.01421229999687057,False,False,0.01427930000500055,True,True,0.020274000002245884,True,True,0.03566090000094846,False,False,0.026620500000717584,False,False,0.728999400002067,False,False,0.4313163999977405
mnist_test_norm_10NN,undirected_weighted_graph,10000,145600,10000,False,False,False,1.5543804000044474,False,False,1.8400504000019282,False,False,2.4246325000058278,False,False,2.396180199997616,True,True,4.304757199999585,True,True,1.5577842999991844,True,True,12.502218500005256,False,False,12.098590599998715
kmnist_norm_10NN,undirected_weighted_graph,10000,156932,10000,False,False,False,1.9198596999995061,False,False,2.0408444999993662,False,False,2.870581900002435,False,False,2.772649899998214,True,True,5.807083699997747,True,True,2.1548349000004237,True,True,12.823487300003762,True,True,9.830379999999423
Fashion_MNIST_norm_10NN,undirected_weighted_graph,10000,158304,10000,False,False,False,0.38852849999966566,False,False,0.461676200000511,False,False,0.6796209000021918,False,False,0.6890762000039103,True,True,1.4180086999986088,False,False,0.5013770000005024,True,True,7.555121400000644,True,True,9.193456699998933
lhr07,chemical_process_simulation_problem,7337,156508,7210,False,False,False,0.04224930000054883,False,False,0.03279839999595424,False,False,0.03340030000254046,False,False,0.06267659999866737,True,True,0.06689290000213077,False,False,0.05287079999834532,False,False,1.8451773999986472,False,False,1.9611900000018068
lhr07c,chemical_process_simulation_problem,7337,156508,7209,False,False,False,0.04636309999477817,False,False,0.0248453000021982,False,False,0.044996399999945424,True,True,0.05970369999704417,True,True,0.06650569999328582,False,False,0.03863629999978002,False,False,1.9761061999961385,False,False,1.859231299997191
windtunnel_evap2d,computational_fluid_dynamics_problem,8256,233468,1024,False,False,False,0.22388560000399593,False,False,0.22800960000313353,False,False,0.24158819999865955,True,True,0.23683279999386286,True,True,0.2902419000020018,True,True,0.30309809999744175,True,False,4.535821400000714,True,True,1.5514663999929326
sinc12,materials_problem,7500,294986,7500,False,False,False,0.5813057999985176,False,False,0.9582124000007752,False,False,2.6115073999972083,False,False,3.056822700003977,True,True,6.74591920000239,False,False,1.7729048999972292,False,False,19.00115199999709,False,False,3.065978399994492
graham1,computational_fluid_dynamics_problem,9035,335504,2070,False,False,False,0.47433730000193464,False,False,0.5669186000013724,False,False,0.5458547000016551,True,True,0.6381884000002174,True,True,0.6968093999967095,False,False,0.5975325999970664,False,False,10.516003400000045,False,False,2.8887594000043464
