matrix,domain,n,nnz,zero_diag,none,none_status,none_zeros_after,none_sec,mc64,mc64_status,mc64_zeros_after,mc64_sec,best,best_status,best_zeros_after,best_sec,mc64_residual,mc64_iterations,best_residual,best_iterations
reorientation_3,optimal_control_problem,2513,32166,1037,False,not_applicable,1037,0.029395100002147956,True,did_not_converge,0,0.9062159999994037,True,did_not_converge,0,3.254768200000399,6.667714957982731e+24,20000.0,6.667714957982731e+24,20000.0
hydr1c,chemical_process_simulation_problem,5308,23752,5306,False,not_applicable,5306,0.01693869999871822,True,did_not_converge,0,1.6699072000010347,True,did_not_converge,0,11.855599000002258,450412.39643229794,20000.0,450412.39643229794,20000.0
lns_3937,computational_fluid_dynamics_problem,3937,25407,734,False,not_applicable,734,0.05229009999675327,True,did_not_converge,0,1.895500800001173,True,did_not_converge,0,4.854209199998877,4143.9479727898315,20000.0,4143.9479727898315,20000.0
lnsp3937,computational_fluid_dynamics_problem,3937,25407,734,False,not_applicable,734,0.03960949999964214,True,did_not_converge,0,1.7611620999996376,True,did_not_converge,0,4.891894600001251,17028904.432586625,20000.0,17028904.432586625,20000.0
freeFlyingRobot_10,optimal_control_problem,5218,40080,2090,False,not_applicable,2090,0.03390939999735565,True,did_not_converge,0,0.8606005999972695,True,did_not_converge,0,16.572509500001615,0.993778797851175,2.0,0.993778797851175,2.0
freeFlyingRobot_11,optimal_control_problem,5438,40054,2178,False,not_applicable,2178,0.05035389999829931,True,did_not_converge,0,2.113729200002126,True,did_not_converge,0,18.087019900001906,3.243627926121585e+16,20000.0,3.243627926121585e+16,20000.0
bayer05,chemical_process_simulation_problem,3268,27836,3267,False,not_applicable,3267,0.020647299999836832,True,diverged,0,2.4366521000010835,True,diverged,0,4.579002899998159,,20000.0,,20000.0
bayer07,chemical_process_simulation_problem,3268,27836,3267,False,not_applicable,3267,0.018810400000802474,True,diverged,0,1.0360185999998066,True,diverged,0,3.230655999999726,,20000.0,,20000.0
freeFlyingRobot_14,optimal_control_problem,5958,43298,2386,False,not_applicable,2386,0.03744829999777721,True,did_not_converge,0,10.780513199999405,True,did_not_converge,0,24.784780400001182,762.2008586285943,20000.0,3764195390395119.0,20000.0
freeFlyingRobot_15,optimal_control_problem,6038,43378,2418,False,not_applicable,2418,0.03356739999799174,True,did_not_converge,0,2.0289769000009983,True,did_not_converge,0,16.05604250000033,1.0019331112629084e+18,20000.0,1.0019331112629084e+18,20000.0
freeFlyingRobot_13,optimal_control_problem,5718,43994,2290,False,not_applicable,2290,0.033206200001586694,True,did_not_converge,0,1.8476831000007223,True,did_not_converge,0,10.132140699999582,2.0206436743068268e+16,20000.0,380949.47437853424,20000.0
jan99jac020,economic_problem,6774,38692,20,False,not_applicable,20,0.06621549999908893,True,solved,0,2.1349152000002505,True,solved,0,11.237050100000488,5.0974576707708885e-09,779.0,5.0974576707708885e-09,779.0
bayer08,chemical_process_simulation_problem,3008,27576,3007,False,not_applicable,3007,0.022177300001203548,True,did_not_converge,0,0.39665899999818066,True,did_not_converge,0,2.627467800000886,0.008888072474443919,382.0,0.008888072474443919,382.0
kineticBatchReactor_2,optimal_control_problem,4361,44840,2083,False,not_applicable,2083,0.05616649999865331,True,did_not_converge,0,1.645478300000832,True,did_not_converge,0,15.167500699997618,5.1931300085335845,20000.0,5.1931300085335845,20000.0
bayer06,chemical_process_simulation_problem,3008,27576,3007,False,not_applicable,3007,0.02395029999752296,True,solved,0,0.3490870999994513,True,solved,0,2.405191100002412,7.840077982761335e-09,268.0,7.840077982761335e-09,268.0
fd12,materials_problem,7500,28462,7500,False,not_applicable,7500,0.043104200001835125,True,did_not_converge,0,2.301290600000357,True,did_not_converge,0,26.482316800000262,1527150.6794026974,20000.0,1527150.6794026974,20000.0
kineticBatchReactor_3,optimal_control_problem,5082,53219,2427,False,not_applicable,2427,0.09735970000110683,True,did_not_converge,0,2.0638309999994817,True,did_not_converge,0,26.71608610000112,470373.8173477468,20000.0,470373.8173477468,20000.0
rajat13,circuit_simulation_problem,7598,48922,6,False,not_applicable,6,0.036581699998350814,True,solved,0,1.5393733000018983,True,solved,0,11.83014280000134,5.930134232433583e-09,22.0,5.930134232433583e-09,22.0
ex14,computational_fluid_dynamics_problem,3251,66775,900,False,not_applicable,900,0.10950279999815393,True,did_not_converge,0,3.7761386999991373,True,did_not_converge,0,6.698310600000696,0.4546206492186705,20000.0,3.21589993442989,20000.0
bips98_1142,eigenvalue_model_reduction_problem,9735,40983,281,False,not_applicable,281,0.03898770000159857,True,solved,0,2.729111100001319,True,solved,0,28.17357919999995,4.1070770440576606e-16,1.0,4.1070768700412213e-16,1.0
g7jac020sc,economic_problem,5850,45465,141,False,not_applicable,141,0.2128744999972696,True,did_not_converge,0,4.766031099999964,True,did_not_converge,0,15.91947959999743,17527.374913042964,20000.0,17527.374913042964,20000.0
g7jac020,economic_problem,5850,45465,254,False,not_applicable,254,0.11918329999753041,True,did_not_converge,0,1.3030934000016714,True,did_not_converge,0,10.799496999999974,3091.314387300194,912.0,3091.314387300194,912.0
kineticBatchReactor_4,optimal_control_problem,7105,74869,3394,False,not_applicable,3394,0.17626880000170786,True,did_not_converge,0,6.160991799999465,True,did_not_converge,0,64.62318690000029,50.01642572593724,20000.0,0.675035926077109,20000.0
bayer03,chemical_process_simulation_problem,6747,56196,6742,False,not_applicable,6742,0.03268150000076275,True,did_not_converge,0,2.5439530000003288,True,did_not_converge,0,16.715430899999774,6.987049807392612e-05,20000.0,6.987049807392612e-05,20000.0
TS,counter_example_problem,2142,45262,1960,False,not_applicable,1960,0.03690220000135014,False,not_applicable,1960,0.12551259999963804,False,not_applicable,1960,0.6452428999982658,,,,
kineticBatchReactor_5,optimal_control_problem,7641,80767,3650,False,not_applicable,3650,0.14987780000228668,True,did_not_converge,0,3.8697050000009767,True,did_not_converge,0,90.75227870000163,0.00042159154193244615,20000.0,0.00042159154193244615,20000.0
kineticBatchReactor_6,optimal_control_problem,7773,82500,3713,False,not_applicable,3713,0.16532860000006622,True,did_not_converge,0,4.06187310000314,True,did_not_converge,0,70.64491620000263,145.7304052697795,20000.0,69366.77281432554,20000.0
mark3jac020,economic_problem,9129,56175,60,False,not_applicable,60,0.2411175999986881,True,did_not_converge,0,4.300784600000043,True,did_not_converge,0,31.449373400002514,0.19483065282713508,20000.0,0.19483065282713508,20000.0
kineticBatchReactor_7,optimal_control_problem,7968,84508,3806,False,not_applicable,3806,0.30487670000002254,True,did_not_converge,0,3.969532800001616,True,did_not_converge,0,84.80240520000007,3.3547537458137335,286.0,3.3547537458137335,286.0
kineticBatchReactor_8,optimal_control_problem,8052,85194,3846,False,not_applicable,3846,0.1198402999980317,True,did_not_converge,0,3.9502516000029573,True,did_not_converge,0,88.02447990000292,5.53669090061367e+26,20000.0,0.9509471090491872,20000.0
kineticBatchReactor_9,optimal_control_problem,8115,86183,3876,False,not_applicable,3876,0.2501162000007753,True,did_not_converge,0,4.517337500001304,True,did_not_converge,0,83.67819400000008,1.2230285322743568,20000.0,1.2230285322743568,20000.0
meg1,circuit_simulation_problem,2904,58142,2877,False,not_applicable,2877,0.03530769999997574,True,solved,0,0.26392459999988205,True,solved,0,1.9708436000000802,4.3698169800599486e-09,43.0,4.3698169800599486e-09,43.0
lhr04,chemical_process_simulation_problem,4101,82682,4011,False,not_applicable,4011,0.06969639999806532,True,did_not_converge,0,1.5426928999986558,True,did_not_converge,0,17.194293299999117,2.787247490662808e+151,4616.0,2.787247490662808e+151,4616.0
lhr04c,chemical_process_simulation_problem,4101,82682,4011,False,not_applicable,4011,0.05597889999990002,True,diverged,0,2.674588300000323,True,diverged,0,17.09078690000024,,20000.0,,20000.0
mnist_test_norm_10NN,undirected_weighted_graph,10000,145600,10000,False,not_applicable,10000,4.233023900000262,True,did_not_converge,0,20.309480100000656,True,did_not_converge,0,136.79997379999986,1.4826533922273433,224.0,0.7117396573359325,188.0
kmnist_norm_10NN,undirected_weighted_graph,10000,156932,10000,False,not_applicable,10000,6.297435500000574,True,did_not_converge,0,21.8870115000027,True,did_not_converge,0,119.67231099999844,0.32051584161607866,132.0,0.32051584161607866,132.0
Fashion_MNIST_norm_10NN,undirected_weighted_graph,10000,158304,10000,False,not_applicable,10000,3.7896895999983826,True,did_not_converge,0,18.324966100000893,True,did_not_converge,0,130.05661779999718,6.644230211250936,206.0,0.32165179019866263,116.0
lhr07,chemical_process_simulation_problem,7337,156508,7210,False,not_applicable,7210,0.10027979999722447,True,did_not_converge,0,6.199898499999108,True,did_not_converge,0,40.65561830000297,36939905570.92328,20000.0,36939905570.92328,20000.0
lhr07c,chemical_process_simulation_problem,7337,156508,7209,False,not_applicable,7209,0.10845420000259764,True,did_not_converge,0,7.5718138000011095,True,did_not_converge,0,50.86281830000007,49416.45251516845,20000.0,49416.45251516845,20000.0
windtunnel_evap2d,computational_fluid_dynamics_problem,8256,233468,1024,False,not_applicable,1024,0.7251378000000841,True,did_not_converge,0,7.087360400000762,True,did_not_converge,0,80.12793659999807,0.7006944037456259,1239.0,0.7006944037456259,1239.0
sinc12,materials_problem,7500,294986,7500,False,not_applicable,7500,4.163711900000635,True,did_not_converge,0,15.445514799997909,True,did_not_converge,0,47.86029640000197,8952639619.91609,20000.0,8952639619.91609,20000.0
graham1,computational_fluid_dynamics_problem,9035,335504,2070,False,not_applicable,2070,1.0189093000008143,True,did_not_converge,0,14.654036599997198,True,did_not_converge,0,377.4730380000001,2600.557757676506,20000.0,438.69338099884186,20000.0
