matrix,method,best,mc64,none
c-40,SOR,False,False,False
c-41,Gauss-Seidel,False,False,False
c-41,Jacobi,False,False,False
c-41,SOR,False,False,False
cage3,Gauss-Seidel,True,True,True
cage3,Jacobi,False,False,False
cage3,SOR,True,True,True
cage4,Gauss-Seidel,True,True,True
cage4,Jacobi,False,False,False
cage4,SOR,True,True,True
cage5,Gauss-Seidel,True,True,True
cage5,Jacobi,False,False,False
cage5,SOR,True,True,True
cage6,Gauss-Seidel,True,True,True
cage6,Jacobi,False,False,False
cage6,SOR,True,True,True
cage7,Gauss-Seidel,True,True,True
cage7,Jacobi,True,True,True
cage7,SOR,True,True,True
cage8,Gauss-Seidel,True,True,True
cage8,Jacobi,True,True,True
cage8,SOR,True,True,True
cage9,Gauss-Seidel,True,True,True
cage9,Jacobi,True,True,True
cage9,SOR,True,True,True
cavity01,Gauss-Seidel,False,False,False
cavity01,Jacobi,False,False,False
cavity01,SOR,False,False,False
cavity02,Gauss-Seidel,False,False,False
cavity02,Jacobi,False,False,False
cavity02,SOR,False,False,False
cavity03,Gauss-Seidel,False,False,False
cavity03,Jacobi,False,False,False
cavity03,SOR,False,False,False
cavity04,Gauss-Seidel,False,False,False
cavity04,Jacobi,False,False,False
cavity04,SOR,False,False,False
cavity05,Gauss-Seidel,False,False,False
cavity05,Jacobi,False,False,False
cavity05,SOR,False,False,False
cavity06,Gauss-Seidel,False,False,False
cavity06,Jacobi,False,False,False
cavity06,SOR,False,False,False
cavity07,Gauss-Seidel,False,False,False
cavity07,Jacobi,False,False,False
cavity07,SOR,False,False,False
cavity08,Gauss-Seidel,False,False,False
cavity08,Jacobi,False,False,False
cavity08,SOR,False,False,False
cavity09,Gauss-Seidel,False,False,False
cavity09,Jacobi,False,False,False
cavity09,SOR,False,False,False
cavity10,Gauss-Seidel,False,False,False
cavity10,Jacobi,False,False,False
cavity10,SOR,False,False,False
cavity11,Gauss-Seidel,False,False,False
cavity11,Jacobi,False,False,False
cavity11,SOR,False,False,False
cavity12,Gauss-Seidel,False,False,False
cavity12,Jacobi,False,False,False
cavity12,SOR,False,False,False
cavity13,Gauss-Seidel,False,False,False
cavity13,Jacobi,False,False,False
cavity13,SOR,False,False,False
cavity14,Gauss-Seidel,False,False,False
cavity14,Jacobi,False,False,False
cavity14,SOR,False,False,False
cavity15,Gauss-Seidel,False,False,False
cavity15,Jacobi,False,False,False
cavity15,SOR,False,False,False
cavity16,Gauss-Seidel,False,False,False
cavity16,Jacobi,False,False,False
cavity16,SOR,False,False,False
cavity17,Gauss-Seidel,False,False,False
cavity17,Jacobi,False,False,False
cavity17,SOR,False,False,False
cavity18,Gauss-Seidel,False,False,False
cavity18,Jacobi,False,False,False
cavity18,SOR,False,False,False
cavity19,Gauss-Seidel,False,False,False
cavity19,Jacobi,False,False,False
cavity19,SOR,False,False,False
cavity21,Gauss-Seidel,False,False,False
cavity21,Jacobi,False,False,False
cavity21,SOR,False,False,False
cavity22,Gauss-Seidel,False,False,False
cavity22,Jacobi,False,False,False
cavity22,SOR,False,False,False
cavity23,Gauss-Seidel,False,False,False
cavity23,Jacobi,False,False,False
cavity23,SOR,False,False,False
cavity24,Gauss-Seidel,False,False,False
cavity24,Jacobi,False,False,False
cavity24,SOR,False,False,False
cavity25,Gauss-Seidel,False,False,False
cavity25,Jacobi,False,False,False
cavity25,SOR,False,False,False
cavity26,Gauss-Seidel,False,False,False
cavity26,Jacobi,False,False,False
cavity26,SOR,False,False,False
cdde1,Gauss-Seidel,False,False,False
cdde1,Jacobi,False,False,False
cdde1,SOR,False,False,False
cdde2,Gauss-Seidel,True,True,True
cdde2,Jacobi,True,True,True
cdde2,SOR,False,False,False
cdde3,Gauss-Seidel,False,False,False
cdde3,Jacobi,False,False,False
cdde3,SOR,False,False,False
cdde4,Gauss-Seidel,True,True,True
cdde4,Jacobi,True,True,True
cdde4,SOR,False,False,False
cdde5,Gauss-Seidel,False,False,False
cdde5,Jacobi,False,False,False
cdde5,SOR,False,False,False
cdde6,Gauss-Seidel,True,True,True
cdde6,Jacobi,True,True,True
cdde6,SOR,False,False,False
cell1,Gauss-Seidel,True,True,True
cell1,Jacobi,False,False,False
cell1,SOR,False,False,False
cell2,Gauss-Seidel,True,True,True
cell2,Jacobi,False,False,False
cell2,SOR,False,False,False
circuit204,Gauss-Seidel,False,False,False
circuit204,Jacobi,False,False,False
circuit204,SOR,False,False,False
circuit_1,Gauss-Seidel,True,True,False
circuit_1,Jacobi,True,True,False
circuit_1,SOR,True,True,False
circuit_2,Gauss-Seidel,True,True,False
circuit_2,Jacobi,True,True,False
circuit_2,SOR,True,True,False
ck104,Gauss-Seidel,True,True,True
ck104,Jacobi,False,False,False
ck104,SOR,True,True,True
ck400,Gauss-Seidel,False,False,False
ck400,Jacobi,False,False,False
ck400,SOR,True,True,True
ck656,Gauss-Seidel,False,False,False
ck656,Jacobi,False,False,False
ck656,SOR,False,False,False
cnae9_10NN,Gauss-Seidel,False,False,False
cnae9_10NN,Jacobi,False,False,False
cnae9_10NN,SOR,False,False,False
collins_15NN,Gauss-Seidel,False,False,False
collins_15NN,Jacobi,False,False,False
collins_15NN,SOR,False,False,False
comsol,Gauss-Seidel,False,False,False
comsol,Jacobi,False,False,False
comsol,SOR,False,False,False
cryg10000,Gauss-Seidel,False,False,False
cryg10000,Jacobi,False,False,False
cryg10000,SOR,False,False,False
cryg2500,Gauss-Seidel,False,False,False
cryg2500,Jacobi,False,False,False
cryg2500,SOR,False,False,False
crystk01,Gauss-Seidel,False,False,False
crystk01,Jacobi,False,False,False
crystk01,SOR,False,False,False
crystm01,Gauss-Seidel,True,True,True
crystm01,Jacobi,False,False,False
crystm01,SOR,True,True,True
cz1268,Gauss-Seidel,False,False,False
cz1268,Jacobi,False,False,False
cz1268,SOR,False,False,False
cz148,Gauss-Seidel,True,True,True
cz148,Jacobi,True,True,True
cz148,SOR,True,True,True
cz2548,Gauss-Seidel,False,False,False
cz2548,Jacobi,False,False,False
cz2548,SOR,False,False,False
cz308,Gauss-Seidel,False,False,False
cz308,Jacobi,False,False,False
cz308,SOR,True,True,True
cz5108,Gauss-Seidel,False,False,False
cz5108,Jacobi,False,False,False
cz5108,SOR,False,False,False
cz628,Gauss-Seidel,False,False,False
cz628,Jacobi,False,False,False
cz628,SOR,False,False,False
d_dyn,Gauss-Seidel,False,False,False
d_dyn,Jacobi,False,False,False
d_dyn,SOR,False,False,False
d_dyn1,Gauss-Seidel,False,False,False
d_dyn1,Jacobi,False,False,False
d_dyn1,SOR,False,False,False
d_ss,Gauss-Seidel,False,False,False
d_ss,Jacobi,False,False,False
d_ss,SOR,False,False,False
dataset12mfeatfactors_10NN,Gauss-Seidel,False,False,False
dataset12mfeatfactors_10NN,Jacobi,False,False,False
dataset12mfeatfactors_10NN,SOR,False,False,False
dataset16mfeatkarhunen_10NN,Gauss-Seidel,False,False,False
dataset16mfeatkarhunen_10NN,Jacobi,False,False,False
dataset16mfeatkarhunen_10NN,SOR,False,False,False
dataset18mfeatmorphological_10NN,Gauss-Seidel,False,False,False
dataset18mfeatmorphological_10NN,Jacobi,False,False,False
dataset18mfeatmorphological_10NN,SOR,False,False,False
dataset20mfeatpixel_10NN,Gauss-Seidel,False,False,False
dataset20mfeatpixel_10NN,Jacobi,False,False,False
dataset20mfeatpixel_10NN,SOR,False,False,False
dataset22mfeatzernike_10NN,Gauss-Seidel,False,False,False
dataset22mfeatzernike_10NN,Jacobi,False,False,False
dataset22mfeatzernike_10NN,SOR,False,False,False
dendrimer,Gauss-Seidel,False,False,False
dendrimer,Jacobi,False,False,False
dendrimer,SOR,False,False,False
dermatology_5NN,Gauss-Seidel,False,False,False
dermatology_5NN,Jacobi,False,False,False
dermatology_5NN,SOR,False,False,False
dw1024,Gauss-Seidel,False,False,False
dw1024,Jacobi,False,False,False
dw1024,SOR,False,False,False
dw2048,Gauss-Seidel,False,False,False
dw2048,Jacobi,False,False,False
dw2048,SOR,False,False,False
dw256A,Gauss-Seidel,False,False,False
dw256A,Jacobi,False,False,False
dw256A,SOR,False,False,False
dw256B,Gauss-Seidel,True,True,True
dw256B,Jacobi,True,True,True
dw256B,SOR,True,True,True
dw4096,Gauss-Seidel,False,False,False
dw4096,Jacobi,False,False,False
dw4096,SOR,False,False,False
dw8192,Gauss-Seidel,False,False,False
dw8192,Jacobi,False,False,False
dw8192,SOR,False,False,False
dwa512,Gauss-Seidel,False,False,False
dwa512,Jacobi,False,False,False
dwa512,SOR,False,False,False
dwb512,Gauss-Seidel,True,True,True
dwb512,Jacobi,True,True,True
dwb512,SOR,True,True,True
dynamicSoaringProblem_1,Gauss-Seidel,False,False,False
dynamicSoaringProblem_1,Jacobi,False,False,False
dynamicSoaringProblem_1,SOR,False,False,False
dynamicSoaringProblem_2,Gauss-Seidel,False,False,False
dynamicSoaringProblem_2,Jacobi,False,False,False
dynamicSoaringProblem_2,SOR,False,False,False
dynamicSoaringProblem_3,Gauss-Seidel,False,False,False
dynamicSoaringProblem_3,Jacobi,False,False,False
dynamicSoaringProblem_3,SOR,False,False,False
dynamicSoaringProblem_4,Gauss-Seidel,False,False,False
dynamicSoaringProblem_4,Jacobi,False,False,False
dynamicSoaringProblem_4,SOR,False,False,False
dynamicSoaringProblem_5,Gauss-Seidel,False,False,False
dynamicSoaringProblem_5,Jacobi,False,False,False
dynamicSoaringProblem_5,SOR,False,False,False
dynamicSoaringProblem_6,Gauss-Seidel,False,False,False
dynamicSoaringProblem_6,Jacobi,False,False,False
dynamicSoaringProblem_6,SOR,False,False,False
dynamicSoaringProblem_7,Gauss-Seidel,False,False,False
dynamicSoaringProblem_7,Jacobi,False,False,False
dynamicSoaringProblem_7,SOR,False,False,False
dynamicSoaringProblem_8,Gauss-Seidel,False,False,False
dynamicSoaringProblem_8,Jacobi,False,False,False
dynamicSoaringProblem_8,SOR,False,False,False
epb0,Gauss-Seidel,False,False,False
epb0,Jacobi,False,False,False
epb0,SOR,False,False,False
eurqsa,Gauss-Seidel,False,False,False
eurqsa,Jacobi,False,False,False
eurqsa,SOR,False,False,False
ex10,Gauss-Seidel,False,False,False
ex10,Jacobi,False,False,False
ex10,SOR,False,False,False
ex10hs,Gauss-Seidel,False,False,False
ex10hs,Jacobi,False,False,False
ex10hs,SOR,False,False,False
ex12,Gauss-Seidel,False,False,False
ex12,Jacobi,False,False,False
ex12,SOR,False,False,False
ex13,Gauss-Seidel,True,True,True
ex13,Jacobi,False,False,False
ex13,SOR,True,True,True
ex14,Gauss-Seidel,False,False,False
ex14,Jacobi,False,False,False
ex14,SOR,False,False,False
ex15,Gauss-Seidel,False,False,False
ex15,Jacobi,False,False,False
ex15,SOR,False,False,False
ex18,Gauss-Seidel,False,False,False
ex18,Jacobi,False,False,False
ex18,SOR,False,False,False
ex20,Gauss-Seidel,False,False,False
ex20,Jacobi,False,False,False
ex20,SOR,False,False,False
ex21,Gauss-Seidel,False,False,False
ex21,Jacobi,False,False,False
ex21,SOR,False,False,False
ex22,Gauss-Seidel,False,False,False
ex22,Jacobi,False,False,False
ex22,SOR,False,False,False
ex23,Gauss-Seidel,False,False,False
ex23,Jacobi,False,False,False
ex23,SOR,False,False,False
ex24,Gauss-Seidel,False,False,False
ex24,Jacobi,False,False,False
ex24,SOR,False,False,False
ex25,Gauss-Seidel,False,False,False
ex25,Jacobi,False,False,False
ex25,SOR,False,False,False
ex26,Gauss-Seidel,False,False,False
ex26,Jacobi,False,False,False
ex26,SOR,False,False,False
ex27,Gauss-Seidel,False,False,False
ex27,Jacobi,False,False,False
ex27,SOR,False,False,False
ex28,Gauss-Seidel,False,False,False
ex28,Jacobi,False,False,False
ex28,SOR,False,False,False
ex29,Gauss-Seidel,True,True,True
ex29,Jacobi,False,False,False
ex29,SOR,True,True,True
ex31,Gauss-Seidel,False,False,False
ex31,Jacobi,False,False,False
ex31,SOR,False,False,False
ex32,Gauss-Seidel,False,False,False
ex32,Jacobi,False,False,False
ex32,SOR,False,False,False
ex33,Gauss-Seidel,False,False,False
ex33,Jacobi,False,False,False
ex33,SOR,False,False,False
ex36,Gauss-Seidel,False,False,False
ex36,Jacobi,False,False,False
ex36,SOR,False,False,False
ex37,Gauss-Seidel,True,True,True
ex37,Jacobi,False,False,False
ex37,SOR,True,True,True
ex40,Gauss-Seidel,False,False,False
ex40,Jacobi,False,False,False
ex40,SOR,False,False,False
ex7,Gauss-Seidel,False,False,False
ex7,Jacobi,False,False,False
ex7,SOR,False,False,False
ex8,Gauss-Seidel,False,False,False
ex8,Jacobi,False,False,False
ex8,SOR,False,False,False
ex9,Gauss-Seidel,False,False,False
ex9,Jacobi,False,False,False
ex9,SOR,False,False,False
exdata_1,Gauss-Seidel,False,False,False
exdata_1,Jacobi,False,False,False
exdata_1,SOR,False,False,False
extr1,Gauss-Seidel,False,False,False
extr1,Jacobi,False,False,False
extr1,SOR,False,False,False
extr1b,Gauss-Seidel,False,False,False
extr1b,Jacobi,False,False,False
extr1b,SOR,False,False,False
fd12,Gauss-Seidel,False,False,False
fd12,Jacobi,False,False,False
fd12,SOR,False,False,False
filter2D,Gauss-Seidel,False,False,False
filter2D,Jacobi,False,False,False
filter2D,SOR,False,False,False
flowmeter0,Gauss-Seidel,False,False,False
flowmeter0,Jacobi,False,False,False
flowmeter0,SOR,False,False,False
flowmeter5,Gauss-Seidel,False,False,False
flowmeter5,Jacobi,False,False,False
flowmeter5,SOR,False,False,False
fp,Gauss-Seidel,False,False,False
fp,Jacobi,False,False,False
fp,SOR,False,False,False
fpga_dcop_01,Gauss-Seidel,False,False,False
fpga_dcop_01,Jacobi,False,False,False
fpga_dcop_01,SOR,False,False,False
fpga_dcop_02,Gauss-Seidel,False,False,False
fpga_dcop_02,Jacobi,False,False,False
fpga_dcop_02,SOR,False,False,False
fpga_dcop_03,Gauss-Seidel,False,False,False
fpga_dcop_03,Jacobi,False,False,False
fpga_dcop_03,SOR,False,False,False
fpga_dcop_04,Gauss-Seidel,False,False,False
fpga_dcop_04,Jacobi,False,False,False
fpga_dcop_04,SOR,False,False,False
fpga_dcop_05,Gauss-Seidel,False,False,False
fpga_dcop_05,Jacobi,False,False,False
fpga_dcop_05,SOR,False,False,False
fpga_dcop_06,Gauss-Seidel,False,False,False
fpga_dcop_06,Jacobi,False,False,False
fpga_dcop_06,SOR,False,False,False
fpga_dcop_07,Gauss-Seidel,False,False,False
fpga_dcop_07,Jacobi,False,False,False
fpga_dcop_07,SOR,False,False,False
fpga_dcop_08,Gauss-Seidel,False,False,False
fpga_dcop_08,Jacobi,False,False,False
fpga_dcop_08,SOR,False,False,False
fpga_dcop_09,Gauss-Seidel,False,False,False
fpga_dcop_09,Jacobi,False,False,False
fpga_dcop_09,SOR,False,False,False
fpga_dcop_10,Gauss-Seidel,False,False,False
fpga_dcop_10,Jacobi,False,False,False
fpga_dcop_10,SOR,False,False,False
fpga_dcop_11,Gauss-Seidel,False,False,False
fpga_dcop_11,Jacobi,False,False,False
fpga_dcop_11,SOR,False,False,False
fpga_dcop_12,Gauss-Seidel,False,False,False
fpga_dcop_12,Jacobi,False,False,False
fpga_dcop_12,SOR,False,False,False
fpga_dcop_13,Gauss-Seidel,False,False,False
fpga_dcop_13,Jacobi,False,False,False
fpga_dcop_13,SOR,False,False,False
fpga_dcop_14,Gauss-Seidel,False,False,False
fpga_dcop_14,Jacobi,False,False,False
fpga_dcop_14,SOR,False,False,False
fpga_dcop_15,Gauss-Seidel,False,False,False
fpga_dcop_15,Jacobi,False,False,False
fpga_dcop_15,SOR,False,False,False
fpga_dcop_16,Gauss-Seidel,False,False,False
fpga_dcop_16,Jacobi,False,False,False
fpga_dcop_16,SOR,False,False,False
fpga_dcop_17,Gauss-Seidel,False,False,False
fpga_dcop_17,Jacobi,False,False,False
fpga_dcop_17,SOR,False,False,False
fpga_dcop_18,Gauss-Seidel,False,False,False
fpga_dcop_18,Jacobi,False,False,False
fpga_dcop_18,SOR,False,False,False
fpga_dcop_19,Gauss-Seidel,False,False,False
fpga_dcop_19,Jacobi,False,False,False
fpga_dcop_19,SOR,False,False,False
fpga_dcop_20,Gauss-Seidel,False,False,False
fpga_dcop_20,Jacobi,False,False,False
fpga_dcop_20,SOR,False,False,False
fpga_dcop_21,Gauss-Seidel,False,False,False
fpga_dcop_21,Jacobi,False,False,False
fpga_dcop_21,SOR,False,False,False
fpga_dcop_22,Gauss-Seidel,False,False,False
fpga_dcop_22,Jacobi,False,False,False
fpga_dcop_22,SOR,False,False,False
fpga_dcop_23,Gauss-Seidel,False,False,False
fpga_dcop_23,Jacobi,False,False,False
fpga_dcop_23,SOR,False,False,False
fpga_dcop_24,Gauss-Seidel,False,False,False
fpga_dcop_24,Jacobi,False,False,False
fpga_dcop_24,SOR,False,False,False
fpga_dcop_25,Gauss-Seidel,False,False,False
fpga_dcop_25,Jacobi,False,False,False
fpga_dcop_25,SOR,False,False,False
fpga_dcop_26,Gauss-Seidel,False,False,False
fpga_dcop_26,Jacobi,False,False,False
fpga_dcop_26,SOR,False,False,False
fpga_dcop_27,Gauss-Seidel,False,False,False
fpga_dcop_27,Jacobi,False,False,False
fpga_dcop_27,SOR,False,False,False
fpga_dcop_28,Gauss-Seidel,False,False,False
fpga_dcop_28,Jacobi,False,False,False
fpga_dcop_28,SOR,False,False,False
fpga_dcop_29,Gauss-Seidel,False,False,False
fpga_dcop_29,Jacobi,False,False,False
fpga_dcop_29,SOR,False,False,False
fpga_dcop_30,Gauss-Seidel,False,False,False
fpga_dcop_30,Jacobi,False,False,False
fpga_dcop_30,SOR,False,False,False
fpga_dcop_31,Gauss-Seidel,False,False,False
fpga_dcop_31,Jacobi,False,False,False
fpga_dcop_31,SOR,False,False,False
fpga_dcop_32,Gauss-Seidel,False,False,False
fpga_dcop_32,Jacobi,False,False,False
fpga_dcop_32,SOR,False,False,False
fpga_dcop_33,Gauss-Seidel,False,False,False
fpga_dcop_33,Jacobi,False,False,False
fpga_dcop_33,SOR,False,False,False
fpga_dcop_34,Gauss-Seidel,False,False,False
fpga_dcop_34,Jacobi,False,False,False
fpga_dcop_34,SOR,False,False,False
fpga_dcop_35,Gauss-Seidel,False,False,False
fpga_dcop_35,Jacobi,False,False,False
fpga_dcop_35,SOR,False,False,False
fpga_dcop_36,Gauss-Seidel,False,False,False
fpga_dcop_36,Jacobi,False,False,False
fpga_dcop_36,SOR,False,False,False
fpga_dcop_37,Gauss-Seidel,False,False,False
fpga_dcop_37,Jacobi,False,False,False
fpga_dcop_37,SOR,False,False,False
fpga_dcop_38,Gauss-Seidel,False,False,False
fpga_dcop_38,Jacobi,False,False,False
fpga_dcop_38,SOR,False,False,False
fpga_dcop_39,Gauss-Seidel,False,False,False
fpga_dcop_39,Jacobi,False,False,False
fpga_dcop_39,SOR,False,False,False
fpga_dcop_40,Gauss-Seidel,False,False,False
fpga_dcop_40,Jacobi,False,False,False
fpga_dcop_40,SOR,False,False,False
fpga_dcop_41,Gauss-Seidel,False,False,False
fpga_dcop_41,Jacobi,False,False,False
fpga_dcop_41,SOR,False,False,False
fpga_dcop_42,Gauss-Seidel,False,False,False
fpga_dcop_42,Jacobi,False,False,False
fpga_dcop_42,SOR,False,False,False
fpga_dcop_43,Gauss-Seidel,False,False,False
fpga_dcop_43,Jacobi,False,False,False
fpga_dcop_43,SOR,False,False,False
fpga_dcop_44,Gauss-Seidel,False,False,False
fpga_dcop_44,Jacobi,False,False,False
fpga_dcop_44,SOR,False,False,False
fpga_dcop_45,Gauss-Seidel,False,False,False
fpga_dcop_45,Jacobi,False,False,False
fpga_dcop_45,SOR,False,False,False
fpga_dcop_46,Gauss-Seidel,False,False,False
fpga_dcop_46,Jacobi,False,False,False
fpga_dcop_46,SOR,False,False,False
fpga_dcop_47,Gauss-Seidel,False,False,False
fpga_dcop_47,Jacobi,False,False,False
fpga_dcop_47,SOR,False,False,False
fpga_dcop_48,Gauss-Seidel,False,False,False
fpga_dcop_48,Jacobi,False,False,False
fpga_dcop_48,SOR,False,False,False
fpga_dcop_49,Gauss-Seidel,False,False,False
fpga_dcop_49,Jacobi,False,False,False
fpga_dcop_49,SOR,False,False,False
fpga_dcop_50,Gauss-Seidel,False,False,False
fpga_dcop_50,Jacobi,False,False,False
fpga_dcop_50,SOR,False,False,False
fpga_dcop_51,Gauss-Seidel,False,False,False
fpga_dcop_51,Jacobi,False,False,False
fpga_dcop_51,SOR,False,False,False
fpga_trans_01,Gauss-Seidel,True,True,False
fpga_trans_01,Jacobi,True,True,False
fpga_trans_01,SOR,True,True,False
fpga_trans_02,Gauss-Seidel,True,True,False
fpga_trans_02,Jacobi,True,True,False
fpga_trans_02,SOR,True,True,False
freeFlyingRobot_1,Gauss-Seidel,False,False,False
freeFlyingRobot_1,Jacobi,False,False,False
freeFlyingRobot_1,SOR,False,False,False
freeFlyingRobot_10,Gauss-Seidel,False,False,False
freeFlyingRobot_10,Jacobi,False,False,False
freeFlyingRobot_10,SOR,False,False,False
freeFlyingRobot_11,Gauss-Seidel,False,False,False
freeFlyingRobot_11,Jacobi,False,False,False
freeFlyingRobot_11,SOR,False,False,False
freeFlyingRobot_12,Gauss-Seidel,False,False,False
freeFlyingRobot_12,Jacobi,False,False,False
freeFlyingRobot_12,SOR,False,False,False
freeFlyingRobot_13,Gauss-Seidel,False,False,False
freeFlyingRobot_13,Jacobi,False,False,False
freeFlyingRobot_13,SOR,False,False,False
freeFlyingRobot_14,Gauss-Seidel,False,False,False
freeFlyingRobot_14,Jacobi,False,False,False
freeFlyingRobot_14,SOR,False,False,False
freeFlyingRobot_15,Gauss-Seidel,False,False,False
freeFlyingRobot_15,Jacobi,False,False,False
freeFlyingRobot_15,SOR,False,False,False
freeFlyingRobot_16,Gauss-Seidel,False,False,False
freeFlyingRobot_16,Jacobi,False,False,False
freeFlyingRobot_16,SOR,False,False,False
freeFlyingRobot_2,Gauss-Seidel,False,False,False
freeFlyingRobot_2,Jacobi,False,False,False
freeFlyingRobot_2,SOR,False,False,False
freeFlyingRobot_3,Gauss-Seidel,False,False,False
freeFlyingRobot_3,Jacobi,False,False,False
freeFlyingRobot_3,SOR,False,False,False
freeFlyingRobot_4,Gauss-Seidel,False,False,False
freeFlyingRobot_4,Jacobi,False,False,False
freeFlyingRobot_4,SOR,False,False,False
freeFlyingRobot_5,Gauss-Seidel,False,False,False
freeFlyingRobot_5,Jacobi,False,False,False
freeFlyingRobot_5,SOR,False,False,False
freeFlyingRobot_6,Gauss-Seidel,False,False,False
freeFlyingRobot_6,Jacobi,False,False,False
freeFlyingRobot_6,SOR,False,False,False
freeFlyingRobot_7,Gauss-Seidel,False,False,False
freeFlyingRobot_7,Jacobi,False,False,False
freeFlyingRobot_7,SOR,False,False,False
freeFlyingRobot_8,Gauss-Seidel,False,False,False
freeFlyingRobot_8,Jacobi,False,False,False
freeFlyingRobot_8,SOR,False,False,False
freeFlyingRobot_9,Gauss-Seidel,False,False,False
freeFlyingRobot_9,Jacobi,False,False,False
freeFlyingRobot_9,SOR,False,False,False
fs_183_1,Gauss-Seidel,True,True,True
fs_183_1,Jacobi,True,True,True
fs_183_1,SOR,False,False,False
fs_183_3,Gauss-Seidel,True,True,True
fs_183_3,Jacobi,True,True,True
fs_183_3,SOR,True,True,True
fs_183_4,Gauss-Seidel,True,True,True
fs_183_4,Jacobi,True,True,True
fs_183_4,SOR,True,True,True
fs_183_6,Gauss-Seidel,True,True,True
fs_183_6,Jacobi,True,True,True
fs_183_6,SOR,False,False,False
fs_541_1,Gauss-Seidel,True,True,True
fs_541_1,Jacobi,True,True,True
fs_541_1,SOR,True,True,True
fs_541_2,Gauss-Seidel,True,True,True
fs_541_2,Jacobi,False,False,False
fs_541_2,SOR,True,True,True
fs_541_3,Gauss-Seidel,True,True,True
fs_541_3,Jacobi,False,False,False
fs_541_3,SOR,True,True,True
fs_541_4,Gauss-Seidel,True,True,True
fs_541_4,Jacobi,False,False,False
fs_541_4,SOR,True,True,True
fs_680_1,Gauss-Seidel,True,True,True
fs_680_1,Jacobi,True,True,True
fs_680_1,SOR,True,True,True
fs_680_2,Gauss-Seidel,True,True,True
fs_680_2,Jacobi,True,True,True
fs_680_2,SOR,True,True,True
fs_680_3,Gauss-Seidel,True,True,True
fs_680_3,Jacobi,True,True,True
fs_680_3,SOR,True,True,True
fs_760_1,Gauss-Seidel,True,True,True
fs_760_1,Jacobi,True,True,True
fs_760_1,SOR,True,True,True
fs_760_2,Gauss-Seidel,True,True,True
fs_760_2,Jacobi,False,False,False
fs_760_2,SOR,False,False,False
fs_760_3,Gauss-Seidel,False,False,False
fs_760_3,Jacobi,False,False,False
fs_760_3,SOR,False,False,False
fv1,Gauss-Seidel,True,True,True
fv1,Jacobi,True,True,True
fv1,SOR,True,True,True
fv2,Gauss-Seidel,True,True,True
fv2,Jacobi,True,True,True
fv2,SOR,True,True,True
fv3,Gauss-Seidel,False,False,False
fv3,Jacobi,False,False,False
fv3,SOR,True,True,True
g7jac010,Gauss-Seidel,False,False,False
g7jac010,Jacobi,False,False,False
g7jac010,SOR,False,False,False
g7jac010sc,Gauss-Seidel,False,False,False
g7jac010sc,Jacobi,False,False,False
g7jac010sc,SOR,False,False,False
g7jac020,Gauss-Seidel,False,False,False
g7jac020,Jacobi,False,False,False
g7jac020,SOR,False,False,False
g7jac020sc,Gauss-Seidel,False,False,False
g7jac020sc,Jacobi,False,False,False
g7jac020sc,SOR,False,False,False
garon1,Gauss-Seidel,False,False,False
garon1,Jacobi,False,False,False
garon1,SOR,False,False,False
gemat11,Gauss-Seidel,False,False,False
gemat11,Jacobi,False,False,False
gemat11,SOR,False,False,False
gemat12,Gauss-Seidel,False,False,False
gemat12,Jacobi,False,False,False
gemat12,SOR,False,False,False
goddardRocketProblem_1,Gauss-Seidel,False,False,False
goddardRocketProblem_1,Jacobi,False,False,False
goddardRocketProblem_1,SOR,False,False,False
goddardRocketProblem_2,Gauss-Seidel,False,False,False
goddardRocketProblem_2,Jacobi,False,False,False
goddardRocketProblem_2,SOR,False,False,False
goodwin,Gauss-Seidel,False,False,False
goodwin,Jacobi,False,False,False
goodwin,SOR,False,False,False
graham1,Gauss-Seidel,False,False,False
graham1,Jacobi,False,False,False
graham1,SOR,False,False,False
gre_1107,Gauss-Seidel,False,False,False
gre_1107,Jacobi,False,False,False
gre_1107,SOR,False,False,False
gre_115,Gauss-Seidel,False,False,False
gre_115,Jacobi,False,False,False
gre_115,SOR,False,False,False
gre_185,Gauss-Seidel,False,False,False
gre_185,Jacobi,False,False,False
gre_185,SOR,False,False,False
gre_216a,Gauss-Seidel,False,False,False
gre_216a,Jacobi,False,False,False
gre_216a,SOR,False,False,False
gre_216b,Gauss-Seidel,False,False,False
gre_216b,Jacobi,False,False,False
gre_216b,SOR,False,False,False
gre_343,Gauss-Seidel,False,False,False
gre_343,Jacobi,False,False,False
gre_343,SOR,False,False,False
gre_512,Gauss-Seidel,False,False,False
gre_512,Jacobi,False,False,False
gre_512,SOR,False,False,False
hangGlider_1,Gauss-Seidel,False,False,False
hangGlider_1,Jacobi,False,False,False
hangGlider_1,SOR,False,False,False
hangGlider_2,Gauss-Seidel,False,False,False
hangGlider_2,Jacobi,False,False,False
hangGlider_2,SOR,False,False,False
heart1,Gauss-Seidel,False,False,False
heart1,Jacobi,False,False,False
heart1,SOR,False,False,False
heart2,Gauss-Seidel,False,False,False
heart2,Jacobi,False,False,False
heart2,SOR,False,False,False
heart3,Gauss-Seidel,False,False,False
heart3,Jacobi,False,False,False
heart3,SOR,False,False,False
hor_131,Gauss-Seidel,True,True,True
hor_131,Jacobi,False,False,False
hor_131,SOR,True,True,True
hydr1,Gauss-Seidel,False,False,False
hydr1,Jacobi,False,False,False
hydr1,SOR,False,False,False
