domain,name,rows,cols,nnz,kind
circuit_simulation_problem,fpga_dcop_19,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_20,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_21,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_22,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_23,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_24,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_25,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_26,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_27,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_28,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_29,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_30,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_31,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_32,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_33,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_34,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_35,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_36,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_37,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_38,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_39,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_40,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_41,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_42,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_43,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_44,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_45,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_46,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_47,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_48,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_49,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_50,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_dcop_51,1220,1220,5892,subsequent circuit simulation problem
circuit_simulation_problem,fpga_trans_01,1220,1220,7382,circuit simulation problem sequence
circuit_simulation_problem,fpga_trans_02,1220,1220,7382,subsequent circuit simulation problem
optimal_control_problem,freeFlyingRobot_1,798,798,2861,optimal control problem
optimal_control_problem,freeFlyingRobot_10,5218,5218,21604,optimal control problem
optimal_control_problem,freeFlyingRobot_11,5438,5438,21657,optimal control problem
optimal_control_problem,freeFlyingRobot_12,5578,5578,22642,optimal control problem
optimal_control_problem,freeFlyingRobot_13,5718,5718,23711,optimal control problem
optimal_control_problem,freeFlyingRobot_14,5958,5958,23435,optimal control problem
optimal_control_problem,freeFlyingRobot_15,6038,6038,23499,optimal control problem
optimal_control_problem,freeFlyingRobot_16,6078,6078,23825,optimal control problem
optimal_control_problem,freeFlyingRobot_2,1338,1338,6200,optimal control problem
optimal_control_problem,freeFlyingRobot_3,1718,1718,6975,optimal control problem
optimal_control_problem,freeFlyingRobot_4,2358,2358,9815,optimal control problem
optimal_control_problem,freeFlyingRobot_5,2878,2878,13153,optimal control problem
optimal_control_problem,freeFlyingRobot_6,3358,3358,14521,optimal control problem
optimal_control_problem,freeFlyingRobot_7,3918,3918,16697,optimal control problem
optimal_control_problem,freeFlyingRobot_8,4398,4398,18797,optimal control problem
optimal_control_problem,freeFlyingRobot_9,4778,4778,21414,optimal control problem
2d_3d_problem,fs_183_1,183,183,1069,2D/3D problem sequence
2d_3d_problem,fs_183_3,183,183,1069,subsequent 2D/3D problem
2d_3d_problem,fs_183_4,183,183,1069,subsequent 2D/3D problem
2d_3d_problem,fs_183_6,183,183,1069,subsequent 2D/3D problem
2d_3d_problem,fs_541_1,541,541,4285,2D/3D problem sequence
2d_3d_problem,fs_541_2,541,541,4285,subsequent 2D/3D problem
2d_3d_problem,fs_541_3,541,541,4285,subsequent 2D/3D problem
2d_3d_problem,fs_541_4,541,541,4285,subsequent 2D/3D problem
2d_3d_problem,fs_680_1,680,680,2646,2D/3D problem sequence
2d_3d_problem,fs_680_2,680,680,2646,subsequent 2D/3D problem
2d_3d_problem,fs_680_3,680,680,2646,subsequent 2D/3D problem
2d_3d_problem,fs_760_1,760,760,5976,2D/3D problem sequence
2d_3d_problem,fs_760_2,760,760,5976,subsequent 2D/3D problem
2d_3d_problem,fs_760_3,760,760,5976,subsequent 2D/3D problem
2d_3d_problem,fv1,9604,9604,47434,2D/3D problem
2d_3d_problem,fv2,9801,9801,48413,2D/3D problem
2d_3d_problem,fv3,9801,9801,48413,2D/3D problem
economic_problem,g7jac010,2880,2880,19635,economic problem
economic_problem,g7jac010sc,2880,2880,19635,economic problem
economic_problem,g7jac020,5850,5850,45465,economic problem
economic_problem,g7jac020sc,5850,5850,45465,economic problem
computational_fluid_dynamics_problem,garon1,3175,3175,88927,computational fluid dynamics problem
power_network_problem,gemat11,4929,4929,33185,power network problem sequence
power_network_problem,gemat12,4929,4929,33111,subsequent power network problem
optimal_control_problem,goddardRocketProblem_1,831,831,4457,optimal control problem
optimal_control_problem,goddardRocketProblem_2,867,867,4746,optimal control problem
computational_fluid_dynamics_problem,goodwin,7320,7320,324784,computational fluid dynamics problem
computational_fluid_dynamics_problem,graham1,9035,9035,335504,computational fluid dynamics problem
directed_weighted_graph,gre_1107,1107,1107,5664,directed weighted graph
directed_weighted_graph,gre_115,115,115,421,directed weighted graph
directed_weighted_graph,gre_185,185,185,1005,directed weighted graph
directed_weighted_graph,gre_216a,216,216,876,directed weighted graph
directed_weighted_graph,gre_216b,216,216,876,directed weighted graph
directed_weighted_graph,gre_343,343,343,1435,directed weighted graph
directed_weighted_graph,gre_512,512,512,2192,directed weighted graph
optimal_control_problem,hangGlider_1,360,360,1838,optimal control problem
optimal_control_problem,hangGlider_2,1647,1647,7834,optimal control problem
2d_3d_problem,heart1,3557,3557,1387773,2D/3D problem
2d_3d_problem,heart2,2339,2339,682797,2D/3D problem
2d_3d_problem,heart3,2339,2339,682797,2D/3D problem
undirected_weighted_graph,hep-th,8361,8361,15751,undirected weighted graph
directed_weighted_graph,hor_131,434,434,4710,directed weighted graph
chemical_process_simulation_problem,hydr1,5308,5308,23752,chemical process simulation problem
chemical_process_simulation_problem,hydr1c,5308,5308,23752,chemical process simulation problem sequence
chemical_process_simulation_problem,impcol_a,207,207,572,chemical process simulation problem
chemical_process_simulation_problem,impcol_b,59,59,312,chemical process simulation problem
chemical_process_simulation_problem,impcol_c,137,137,411,chemical process simulation problem
chemical_process_simulation_problem,impcol_d,425,425,1339,chemical process simulation problem
chemical_process_simulation_problem,impcol_e,225,225,1308,chemical process simulation problem
undirected_weighted_graph,indianpines_10NN,9144,9144,62328,undirected weighted graph
circuit_simulation_problem,init_adder1,1813,1813,11156,circuit simulation problem sequence
linear_programming_problem,iprob,3001,3001,9000,linear programming problem
undirected_weighted_graph,iris_dataset_30NN,150,150,2759,undirected weighted graph
economic_problem,jan99jac020,6774,6774,38692,economic problem
economic_problem,jan99jac020sc,6774,6774,38692,economic problem
optimal_control_problem,kineticBatchReactor_1,2052,2052,10836,optimal control problem
optimal_control_problem,kineticBatchReactor_2,4361,4361,23559,optimal control problem
optimal_control_problem,kineticBatchReactor_3,5082,5082,27937,optimal control problem
optimal_control_problem,kineticBatchReactor_4,7105,7105,39290,optimal control problem
optimal_control_problem,kineticBatchReactor_5,7641,7641,42379,optimal control problem
optimal_control_problem,kineticBatchReactor_6,7773,7773,43280,optimal control problem
optimal_control_problem,kineticBatchReactor_7,7968,7968,44335,optimal control problem
optimal_control_problem,kineticBatchReactor_8,8052,8052,44700,optimal control problem
optimal_control_problem,kineticBatchReactor_9,8115,8115,45211,optimal control problem
undirected_weighted_graph,kmnist_norm_10NN,10000,10000,78466,undirected weighted graph
materials_problem,laser,3002,3002,5000,materials problem
chemical_process_simulation_problem,lhr01,1477,1477,18592,chemical process simulation problem
chemical_process_simulation_problem,lhr02,2954,2954,37206,chemical process simulation problem
chemical_process_simulation_problem,lhr04,4101,4101,82682,chemical process simulation problem
chemical_process_simulation_problem,lhr04c,4101,4101,82682,chemical process simulation problem
chemical_process_simulation_problem,lhr07,7337,7337,156508,chemical process simulation problem
chemical_process_simulation_problem,lhr07c,7337,7337,156508,chemical process simulation problem
computational_fluid_dynamics_problem,lns_131,131,131,536,computational fluid dynamics problem
computational_fluid_dynamics_problem,lns_3937,3937,3937,25407,computational fluid dynamics problem
computational_fluid_dynamics_problem,lns_511,511,511,2796,computational fluid dynamics problem
computational_fluid_dynamics_problem,lnsp3937,3937,3937,25407,computational fluid dynamics problem
computational_fluid_dynamics_problem,lnsp_131,131,131,536,computational fluid dynamics problem
computational_fluid_dynamics_problem,lnsp_511,511,511,2796,computational fluid dynamics problem
statistical_mathematical_problem,lop163,163,163,935,statistical/mathematical problem
optimal_control_problem,lowThrust_1,584,584,3314,optimal control problem
optimal_control_problem,lowThrust_2,2312,2312,13772,optimal control problem
optimal_control_problem,lowThrust_3,7064,7064,42284,optimal control problem
structural_problem,lund_a,147,147,1298,structural problem
structural_problem,lund_b,147,147,1294,structural problem
computational_fluid_dynamics_problem,lung1,1650,1650,7419,computational fluid dynamics problem
economic_problem,mahindas,1258,1258,7682,economic problem
economic_problem,mark3jac020,9129,9129,56175,economic problem
economic_problem,mark3jac020sc,9129,9129,56175,economic problem
economic_problem,mbeacxc,496,496,49920,economic problem
economic_problem,mbeaflw,496,496,49920,economic problem
economic_problem,mbeause,496,496,41063,economic problem
2d_3d_problem,mcca,180,180,2659,2D/3D problem
2d_3d_problem,mcfe,765,765,24382,2D/3D problem
circuit_simulation_problem,meg1,2904,2904,58142,circuit simulation problem
circuit_simulation_problem,meg4,5860,5860,26324,circuit simulation problem
structural_problem,mesh1e1,48,48,177,structural problem
structural_problem,mesh1em1,48,48,177,structural problem
structural_problem,mesh1em6,48,48,177,structural problem
structural_problem,mesh2e1,306,306,1162,structural problem
structural_problem,mesh2em5,306,306,1162,structural problem
structural_problem,mesh3e1,289,289,1089,structural problem
structural_problem,mesh3em5,289,289,1089,structural problem
electromagnetics_problem,mhd3200a,3200,3200,68026,electromagnetics problem
electromagnetics_problem,mhd3200b,3200,3200,10758,electromagnetics problem
electromagnetics_problem,mhd4800a,4800,4800,102252,electromagnetics problem
electromagnetics_problem,mhd4800b,4800,4800,16160,electromagnetics problem
electromagnetics_problem,mhda416,416,416,8562,electromagnetics problem
electromagnetics_problem,mhdb416,416,416,1364,electromagnetics problem
undirected_weighted_graph,mice_10NN,1077,1077,6742,undirected weighted graph
undirected_weighted_graph,micromass_10NN,571,571,4834,undirected weighted graph
undirected_weighted_graph,mnist_test_norm_10NN,10000,10000,72800,undirected weighted graph
structural_problem,msc00726,726,726,17622,structural problem
structural_problem,msc01050,1050,1050,15103,structural problem
structural_problem,msc01440,1440,1440,23855,structural problem
structural_problem,msc04515,4515,4515,51111,structural problem
structural_problem,nasa1824,1824,1824,20516,duplicate structural problem
structural_problem,nasa2146,2146,2146,37198,structural problem
2d_3d_problem,nd3k,9000,9000,1644345,2D/3D problem
theoretical_quantum_chemistry_problem,nemeth01,9506,9506,367280,theoretical/quantum chemistry problem sequence
theoretical_quantum_chemistry_problem,nemeth02,9506,9506,202157,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth03,9506,9506,202157,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth04,9506,9506,202157,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth05,9506,9506,202157,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth06,9506,9506,202157,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth07,9506,9506,202159,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth08,9506,9506,202161,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth09,9506,9506,202506,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth10,9506,9506,205477,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth11,9506,9506,208885,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth12,9506,9506,228162,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth13,9506,9506,241989,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth14,9506,9506,252825,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth15,9506,9506,274654,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth16,9506,9506,298259,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth17,9506,9506,319563,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth18,9506,9506,352370,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth19,9506,9506,413904,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth20,9506,9506,490688,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth21,9506,9506,591626,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth22,9506,9506,684169,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth23,9506,9506,758158,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth24,9506,9506,758028,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth25,9506,9506,760632,subsequent theoretical/quantum chemistry problem
theoretical_quantum_chemistry_problem,nemeth26,9506,9506,760633,subsequent theoretical/quantum chemistry problem
undirected_weighted_graph,netscience,1589,1589,2742,undirected weighted graph
2d_3d_problem,nnc1374,1374,1374,8606,2D/3D problem
2d_3d_problem,nnc261,261,261,1500,2D/3D problem
2d_3d_problem,nnc666,666,666,4044,2D/3D problem
structural_problem,nos2,957,957,2547,structural problem
structural_problem,nos3,960,960,8402,structural problem
structural_problem,nos4,100,100,347,structural problem
structural_problem,nos5,468,468,2820,structural problem
2d_3d_problem,nos6,675,675,1965,2D/3D problem
2d_3d_problem,nos7,729,729,2673,2D/3D problem
2d_3d_problem,odepa400,400,400,1201,2D/3D problem
2d_3d_problem,odepb400,400,400,399,2D/3D problem
computational_fluid_dynamics_problem,olm100,100,100,396,computational fluid dynamics problem
computational_fluid_dynamics_problem,olm1000,1000,1000,3996,computational fluid dynamics problem
computational_fluid_dynamics_problem,olm2000,2000,2000,7996,computational fluid dynamics problem
computational_fluid_dynamics_problem,olm500,500,500,1996,computational fluid dynamics problem
computational_fluid_dynamics_problem,olm5000,5000,5000,19996,computational fluid dynamics problem
undirected_weighted_graph,optdigits_10NN,5620,5620,39825,undirected weighted graph
economic_problem,orani678,2529,2529,90158,economic problem
optimal_control_problem,orbitRaising_1,442,442,1573,optimal control problem
optimal_control_problem,orbitRaising_2,739,739,3464,optimal control problem
optimal_control_problem,orbitRaising_3,761,761,3256,optimal control problem
optimal_control_problem,orbitRaising_4,915,915,4144,optimal control problem
computational_fluid_dynamics_problem,orsirr_1,1030,1030,6858,computational fluid dynamics problem
computational_fluid_dynamics_problem,orsirr_2,886,886,5970,computational fluid dynamics problem
computational_fluid_dynamics_problem,orsreg_1,2205,2205,14133,computational fluid dynamics problem
circuit_simulation_problem,oscil_dcop_01,430,430,1544,circuit simulation problem sequence
circuit_simulation_problem,oscil_dcop_02,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_03,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_04,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_05,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_06,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_07,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_08,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_09,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_10,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_11,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_12,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_13,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_14,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_15,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_16,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_17,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_18,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_19,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_20,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_21,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_22,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_23,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_24,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_25,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_26,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_27,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_28,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_29,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_30,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_31,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_32,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_33,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_34,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_35,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_36,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_37,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_38,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_39,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_40,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_41,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_42,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_43,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_44,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_45,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_46,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_47,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_48,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_49,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_50,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_51,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_52,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_53,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_54,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_55,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_56,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_dcop_57,430,430,1544,subsequent circuit simulation problem
circuit_simulation_problem,oscil_trans_01,430,430,1614,circuit simulation problem
2d_3d_problem,pde225,225,225,1065,2D/3D problem
2d_3d_problem,pde2961,2961,2961,14585,2D/3D problem
2d_3d_problem,pde900,900,900,4380,2D/3D problem
model_reduction_problem,piston,2025,2025,100015,model reduction problem
statistical_mathematical_problem,pivtol,102,102,306,statistical/mathematical problem
undirected_weighted_graph,plantsmargin_12NN,1600,1600,12741,undirected weighted graph
undirected_weighted_graph,plantstexture_10NN,1599,1599,10602,undirected weighted graph
2d_3d_problem,plat1919,1919,1919,17159,2D/3D problem
2d_3d_problem,plat362,362,362,3074,2D/3D problem
structural_problem,plbuckle,1282,1282,15963,structural problem
2d_3d_problem,plsk1919,1919,1919,4831,2D/3D problem
2d_3d_problem,plskz362,362,362,880,2D/3D problem
computational_fluid_dynamics_problem,poisson2D,367,367,2417,computational fluid dynamics problem
economic_problem,poli,4008,4008,8188,economic problem
computational_fluid_dynamics_problem,pores_1,30,30,180,computational fluid dynamics problem
computational_fluid_dynamics_problem,pores_2,1224,1224,9613,computational fluid dynamics problem
computational_fluid_dynamics_problem,pores_3,532,532,3474,computational fluid dynamics problem
2d_3d_problem,problem1,415,415,2779,2D/3D problem
economic_problem,psmigr_2,3140,3140,540022,economic problem
economic_problem,psmigr_3,3140,3140,543162,economic problem
power_network_problem,qh1484,1484,1484,6110,power network problem
power_network_problem,qh768,768,768,2934,power network problem
power_network_problem,qh882,882,882,3354,power network problem
chemical_process_simulation_problem,radfr1,1048,1048,13299,chemical process simulation problem
computational_fluid_dynamics_problem,raefsky1,3242,3242,294276,computational fluid dynamics problem sequence
computational_fluid_dynamics_problem,raefsky2,3242,3242,294276,subsequent computational fluid dynamics problem
structural_problem,raefsky5,6316,6316,168658,structural problem
structural_problem,raefsky6,3402,3402,137845,structural problem
model_reduction_problem,rail_1357,1357,1357,5171,model reduction problem
model_reduction_problem,rail_5177,5177,5177,20181,model reduction problem
circuit_simulation_problem,rajat03,7602,7602,32653,circuit simulation problem
circuit_simulation_problem,rajat04,1041,1041,9642,circuit simulation problem
circuit_simulation_problem,rajat05,301,301,1384,circuit simulation problem
circuit_simulation_problem,rajat11,135,135,812,circuit simulation problem
circuit_simulation_problem,rajat12,1879,1879,12926,circuit simulation problem
circuit_simulation_problem,rajat13,7598,7598,48922,circuit simulation problem
circuit_simulation_problem,rajat14,180,180,1503,circuit simulation problem
circuit_simulation_problem,rajat19,1157,1157,5399,circuit simulation problem
computational_fluid_dynamics_problem,rdb1250,1250,1250,7300,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb1250l,1250,1250,7300,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb200,200,200,1120,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb200l,200,200,1120,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb2048,2048,2048,12032,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb2048_noL,2048,2048,12032,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb3200l,3200,3200,18880,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb450,450,450,2580,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb450l,450,450,2580,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb5000,5000,5000,29600,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb800l,800,800,4640,computational fluid dynamics problem
computational_fluid_dynamics_problem,rdb968,968,968,5632,computational fluid dynamics problem
chemical_process_simulation_problem,rdist1,4134,4134,94408,chemical process simulation problem
chemical_process_simulation_problem,rdist2,3198,3198,56934,chemical process simulation problem
chemical_process_simulation_problem,rdist3a,2398,2398,61896,chemical process simulation problem
optimal_control_problem,reorientation_1,677,677,3861,optimal control problem
optimal_control_problem,reorientation_2,1544,1544,9408,optimal control problem
optimal_control_problem,reorientation_3,2513,2513,16821,optimal control problem
optimal_control_problem,reorientation_4,2717,2717,17613,optimal control problem
optimal_control_problem,reorientation_5,2904,2904,18648,optimal control problem
optimal_control_problem,reorientation_6,3006,3006,19554,optimal control problem
optimal_control_problem,reorientation_7,3057,3057,19473,optimal control problem
optimal_control_problem,reorientation_8,3108,3108,19860,optimal control problem
robotics_problem,robot,120,120,870,robotics problem
structural_problem,rotor1,100,100,708,structural problem
structural_problem,rotor2,791,791,10685,structural problem
statistical_mathematical_problem,rw136,136,136,479,statistical/mathematical problem
statistical_mathematical_problem,rw496,496,496,1859,statistical/mathematical problem
statistical_mathematical_problem,rw5151,5151,5151,20199,statistical/mathematical problem
structural_problem,s1rmq4m1,5489,5489,143300,structural problem
structural_problem,s1rmt3m1,5489,5489,112505,structural problem
structural_problem,s2rmq4m1,5489,5489,143300,structural problem
structural_problem,s2rmt3m1,5489,5489,112505,structural problem
structural_problem,s3rmq4m1,5489,5489,143300,structural problem
structural_problem,s3rmt3m1,5489,5489,112505,structural problem
structural_problem,s3rmt3m3,5357,5357,106526,structural problem
computational_fluid_dynamics_problem,saylr1,238,238,1128,computational fluid dynamics problem
computational_fluid_dynamics_problem,saylr3,1000,1000,2375,computational fluid dynamics problem
computational_fluid_dynamics_problem,saylr4,3564,3564,12940,computational fluid dynamics problem
undirected_weighted_graph,semeion_10NN,1593,1593,11113,undirected weighted graph
computational_fluid_dynamics_problem,sherman1,1000,1000,2375,computational fluid dynamics problem
computational_fluid_dynamics_problem,sherman2,1080,1080,23094,computational fluid dynamics problem
computational_fluid_dynamics_problem,sherman3,5005,5005,20033,computational fluid dynamics problem
computational_fluid_dynamics_problem,sherman4,1104,1104,3786,computational fluid dynamics problem
computational_fluid_dynamics_problem,sherman5,3312,3312,20793,computational fluid dynamics problem
2d_3d_problem,shermanACa,3432,3432,25220,2D/3D problem
2d_3d_problem,shermanACd,6136,6136,53329,2D/3D problem
computational_fluid_dynamics_problem,shyy41,4720,4720,20042,computational fluid dynamics problem
materials_problem,sinc12,7500,7500,294986,materials problem
optimal_control_problem,spaceShuttleEntry_1,560,560,3605,optimal control problem
optimal_control_problem,spaceShuttleEntry_2,1428,1428,12444,optimal control problem
optimal_control_problem,spaceShuttleEntry_3,1834,1834,14902,optimal control problem
optimal_control_problem,spaceShuttleEntry_4,2450,2450,20534,optimal control problem
optimal_control_problem,spaceStation_1,99,99,489,optimal control problem
optimal_control_problem,spaceStation_10,1272,1272,9096,optimal control problem
optimal_control_problem,spaceStation_11,1364,1364,9860,optimal control problem
optimal_control_problem,spaceStation_12,1410,1410,10260,optimal control problem
optimal_control_problem,spaceStation_13,1617,1617,12279,optimal control problem
optimal_control_problem,spaceStation_14,1640,1640,12623,optimal control problem
optimal_control_problem,spaceStation_2,329,329,2999,optimal control problem
optimal_control_problem,spaceStation_3,467,467,2681,optimal control problem
optimal_control_problem,spaceStation_4,950,950,7079,optimal control problem
optimal_control_problem,spaceStation_5,1019,1019,7895,optimal control problem
optimal_control_problem,spaceStation_6,1111,1111,9109,optimal control problem
optimal_control_problem,spaceStation_7,1134,1134,9444,optimal control problem
